subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	0	0					False	1	right	187.555990685	-14.7523430027	0.6	0.083	1087.62937377		nogo	0
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	1	0					False	1	left	-200.571058082	20.753195194	0.6	0.083	433.395957923	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	2	0					False	1	right	197.904912735	-7.58470081184	0.6	0.083	572.667983361	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	3	0					False	1	right	200.105439764	11.3432765039	0.6	0.083	502.207155223	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	4	0					False	1	left	-212.591620768	-8.24111696433	0.6	0.083	583.218432497	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	5	0					False	1	right	211.222679208	20.4636052207	0.6	0.083	740.985831595	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	6	0					False	1	left	-215.322249448	21.2308683922	0.6	0.083	448.776253732	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	7	0					False	1	right	191.271349972	-8.9956661774	0.6	0.083	353.79750398	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	8	0					False	1	right	199.193805904	-21.2774167467	0.6	0.083	340.350494371	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	practice	9	0					False	1	left	-205.619967338	-8.30049617967	0.6	0.083	310.863465071	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	0	1	frame	left	-200	0	False	0					0.083	1082.13787782		nogo	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	1	0					False	0					0.083	1094.7037579		nogo	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	2	0					False	1	left	-197.332737857	-13.1993805245	0.6	0.083	375.687439693	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	3	1	frame	left	-200	0	False	1	left	-222.795943218	-11.2270783513	0.6	0.083	441.903380677	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	4	1	frame	right	200	0	False	1	right	208.98402984	22.6966747017	0.6	0.083	354.66258938	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	5	1	sound	right			False	1	right	219.954032033	-12.402311429	0.6	0.083	352.989855455	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	6	1	sound	left			False	1	left	-206.74570646	-21.1913508811	0.6	0.083	327.251957729	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	7	1	frame	right	200	0	False	1	right	178.949632422	0.0623767134119	0.6	0.083	306.239300757	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	8	1	sound	right			False	1	right	207.717325196	18.3351337362	0.6	0.083	304.028455401	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	9	0					False	1	right	199.335494459	13.7345757436	0.6	0.083	312.250938965	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	10	0					False	1	right	180.977931882	0.320357694982	0.6	0.083	370.054436848	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	11	0					False	1	left	-218.970263275	-5.55983669277	0.6	0.083	336.733564269	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	12	0					False	1	left	-198.197077742	-4.45666611776	0.6	0.083	288.024052978	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	13	0					False	1	left	-217.084129277	1.22303418156	0.6	0.083	337.260444998	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	14	0					False	1	left	-223.390503777	-11.0322264083	0.6	0.083	307.269638055	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	15	1	sound	right			False	1	right	203.099319468	2.34549588708	0.6	0.083	288.800576353	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	16	1	frame	left	-200	0	False	1	left	-196.914138876	-10.8485620718	0.6	0.083	326.5078431	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	17	1	sound	left			False	0					0.083	1086.32500714		nogo	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	18	1	frame	right	200	0	False	1	right	193.178730459	1.37240661349	0.6	0.083	295.079184463	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	19	1	sound	right			False	1	right	196.088294027	10.3733983487	0.6	0.083	302.901854739	 	go	1
SPC411	2015_Apr_23_1440	LL-Elaine	wr	cueing_effect	20	0					False	0					0.083	1080.59991233		nogo	1
