subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC310,310,SPC,DZ,word_arrow,0,0,nomask,visual_word,invalid,left,up,0.175,-50.5321189898,248.603806145,1531.91704571,left,0
SPC310,310,SPC,DZ,word_arrow,0,1,nomask,visual_word,valid,right,right,0.175,246.895191058,12.1232413954,2116.62158743,timeout,0
SPC310,310,SPC,DZ,word_arrow,0,2,nomask,visual_arrow,valid,right,right,0.175,270.072497215,-6.70682765558,505.326602841,right,1
SPC310,310,SPC,DZ,word_arrow,0,3,nomask,visual_word,valid,right,right,0.175,184.94408888,13.8828758965,598.44468697,right,1
SPC310,310,SPC,DZ,word_arrow,0,4,nomask,visual_word,valid,left,left,0.175,-236.274792051,32.4873198967,359.83393772,left,1
SPC310,310,SPC,DZ,word_arrow,0,5,nomask,visual_arrow,valid,right,right,0.175,170.923192314,26.0739581462,402.883682866,right,1
SPC310,310,SPC,DZ,word_arrow,0,6,nomask,visual_arrow,valid,left,left,0.175,-273.979940016,-25.0924696311,428.312202101,left,1
SPC310,310,SPC,DZ,word_arrow,0,7,nomask,visual_word,neutral,neutral,left,0.175,-187.444793199,43.2495474276,500.386667671,left,1
SPC310,310,SPC,DZ,word_arrow,0,8,nomask,visual_word,valid,right,right,0.175,230.711212144,-21.6666314888,425.794061041,right,1
SPC310,310,SPC,DZ,word_arrow,0,9,nomask,visual_word,neutral,neutral,right,0.175,178.384191782,-27.6682849218,442.22039415,right,1
SPC310,310,SPC,DZ,word_arrow,0,10,nomask,visual_word,valid,right,right,0.175,191.77943472,-10.3344159417,369.992926018,right,1
SPC310,310,SPC,DZ,word_arrow,0,11,nomask,visual_word,valid,left,left,0.175,-171.497441725,-6.64872731494,436.397973215,left,1
SPC310,310,SPC,DZ,word_arrow,0,12,nomask,visual_arrow,valid,left,left,0.175,-191.712794475,23.3125538394,524.48105556,left,1
SPC310,310,SPC,DZ,word_arrow,0,13,nomask,visual_arrow,invalid,right,down,0.175,1.47728899041,-252.454931372,944.857928436,down,1
SPC310,310,SPC,DZ,word_arrow,0,14,nomask,visual_word,valid,left,left,0.175,-271.321057102,-14.7195853995,468.324621557,left,1
SPC310,310,SPC,DZ,word_arrow,1,15,nomask,visual_word,valid,left,left,0.175,-214.041391253,-50.6893660136,440.034825704,left,1
SPC310,310,SPC,DZ,word_arrow,1,16,nomask,visual_word,invalid,left,right,0.175,166.305094917,12.9389524652,423.837356386,right,1
SPC310,310,SPC,DZ,word_arrow,1,17,nomask,visual_arrow,invalid,left,up,0.175,-41.6689858441,222.358052474,464.207635378,up,1
SPC310,310,SPC,DZ,word_arrow,1,18,nomask,visual_word,valid,left,left,0.175,-175.960896777,41.0182662186,366.990490118,left,1
SPC310,310,SPC,DZ,word_arrow,1,19,nomask,visual_word,neutral,neutral,right,0.175,212.911606566,44.4207613439,345.709045418,right,1
SPC310,310,SPC,DZ,word_arrow,1,20,nomask,visual_word,valid,left,left,0.175,-222.458139559,-39.4023582769,325.081862742,left,1
SPC310,310,SPC,DZ,word_arrow,1,21,nomask,visual_arrow,invalid,left,down,0.175,10.3184613118,-185.254274673,489.523163182,down,1
SPC310,310,SPC,DZ,word_arrow,1,22,nomask,visual_arrow,invalid,right,left,0.175,-237.352084506,-14.1127511858,503.257867065,left,1
