subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC302,302,SPC,DZ,word_arrow,0,0,nomask,visual_arrow,valid,right,right,0.175,215.924003423,11.9177716166,1391.7075044,right,1
SPC302,302,SPC,DZ,word_arrow,0,1,nomask,visual_arrow,invalid,right,up,0.175,43.7113857294,218.713335071,657.173311105,right,0
SPC302,302,SPC,DZ,word_arrow,0,2,nomask,visual_word,valid,left,left,0.175,-207.420344731,17.8572151813,2116.64996878,timeout,0
SPC302,302,SPC,DZ,word_arrow,0,3,nomask,visual_arrow,valid,left,left,0.175,-168.405290886,-52.6802632179,958.278251579,left,1
SPC302,302,SPC,DZ,word_arrow,0,4,nomask,visual_arrow,invalid,left,up,0.175,39.6407819555,243.707645953,625.39250683,up,1
SPC302,302,SPC,DZ,word_arrow,0,5,nomask,visual_word,valid,left,left,0.175,-233.931382507,-35.7761559339,481.793127721,left,1
SPC302,302,SPC,DZ,word_arrow,0,6,nomask,visual_arrow,invalid,left,up,0.175,41.0930744404,249.496650942,527.87862299,up,1
SPC302,302,SPC,DZ,word_arrow,0,7,nomask,visual_word,valid,right,right,0.175,247.141312746,-17.9686340812,451.913320459,right,1
SPC302,302,SPC,DZ,word_arrow,0,8,nomask,visual_word,valid,right,right,0.175,255.206678125,24.5671991824,451.319238869,right,1
SPC302,302,SPC,DZ,word_arrow,0,9,nomask,visual_word,invalid,right,down,0.175,-28.9629942017,-246.54148675,514.706720365,down,1
SPC302,302,SPC,DZ,word_arrow,0,10,nomask,visual_word,valid,right,right,0.175,265.974966054,-10.4195773362,359.439847525,right,1
SPC302,302,SPC,DZ,word_arrow,0,11,nomask,visual_word,valid,right,right,0.175,203.669754625,21.1938257107,370.50717813,right,1
SPC302,302,SPC,DZ,word_arrow,0,12,nomask,visual_arrow,valid,right,right,0.175,176.413745611,-23.4943770234,469.229390379,right,1
SPC302,302,SPC,DZ,word_arrow,0,13,nomask,visual_arrow,valid,left,left,0.175,-179.58455062,3.26239517091,339.962229598,left,1
SPC302,302,SPC,DZ,word_arrow,0,14,nomask,visual_word,neutral,neutral,right,0.175,179.908508619,21.4860351859,527.724981075,right,1
SPC302,302,SPC,DZ,word_arrow,1,15,nomask,visual_word,invalid,right,left,0.175,-225.698329791,37.1080657481,847.165148938,left,1
SPC302,302,SPC,DZ,word_arrow,1,16,nomask,visual_arrow,valid,right,right,0.175,169.409787315,-29.8066061212,462.597506586,right,1
SPC302,302,SPC,DZ,word_arrow,1,17,nomask,visual_word,valid,left,left,0.175,-200.176328332,15.4030512083,421.333802864,left,1
SPC302,302,SPC,DZ,word_arrow,1,18,nomask,visual_arrow,valid,left,left,0.175,-255.420971352,15.9288219019,374.060464324,left,1
SPC302,302,SPC,DZ,word_arrow,1,19,nomask,visual_word,valid,right,right,0.175,250.452655031,-6.11091548181,384.477057727,right,1
SPC302,302,SPC,DZ,word_arrow,1,20,nomask,visual_arrow,valid,left,left,0.175,-231.514338848,46.9048039426,458.491749829,left,1
SPC302,302,SPC,DZ,word_arrow,1,21,nomask,visual_word,valid,right,right,0.175,245.032136469,1.34977105761,337.56669797,right,1
SPC302,302,SPC,DZ,word_arrow,1,22,nomask,visual_arrow,invalid,left,right,0.175,229.532130702,-43.4114406486,413.613302866,right,1
SPC302,302,SPC,DZ,word_arrow,1,23,nomask,visual_arrow,valid,right,right,0.175,179.834774426,43.6275338752,382.3590416,right,1
SPC302,302,SPC,DZ,word_arrow,1,24,nomask,visual_arrow,valid,left,left,0.175,-221.707323052,43.5333256955,408.414448844,left,1
SPC302,302,SPC,DZ,word_arrow,1,25,nomask,visual_arrow,neutral,neutral,right,0.175,256.676857417,-38.1669516907,353.109485703,right,1
SPC302,302,SPC,DZ,word_arrow,1,26,nomask,visual_word,valid,left,left,0.175,-263.142909957,6.93849650757,325.558631914,left,1
SPC302,302,SPC,DZ,word_arrow,1,27,nomask,visual_arrow,valid,right,right,0.175,214.105547202,-52.3639929952,385.915209074,right,1
SPC302,302,SPC,DZ,word_arrow,1,28,nomask,visual_word,valid,right,right,0.175,233.148794916,-4.28264576381,355.990909506,right,1
SPC302,302,SPC,DZ,word_arrow,1,29,nomask,visual_arrow,invalid,left,down,0.175,19.069816966,-249.431637861,599.045180483,down,1
SPC302,302,SPC,DZ,word_arrow,1,30,nomask,visual_word,neutral,neutral,left,0.175,-219.68571738,30.8385648951,464.462013682,left,1
SPC302,302,SPC,DZ,word_arrow,1,31,nomask,visual_word,invalid,right,left,0.175,-253.178853026,-49.0943727555,375.206376193,left,1
SPC302,302,SPC,DZ,word_arrow,1,32,nomask,visual_arrow,invalid,left,up,0.175,35.6960519511,270.141800442,513.578093145,up,1
