subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC301,301,SPC,DZ,word_arrow,0,0,mask,visual_word,invalid,left,down,0.175,35.5157763633,-235.092459677,1180.67986518,left,0
SPC301,301,SPC,DZ,word_arrow,0,1,mask,visual_word,invalid,left,down,0.175,-26.405298646,-255.726144404,1046.74295429,left,0
SPC301,301,SPC,DZ,word_arrow,0,2,mask,visual_arrow,valid,left,left,0.175,-183.375721933,34.9358366451,310.556471348,up,0
SPC301,301,SPC,DZ,word_arrow,0,3,mask,visual_arrow,valid,right,right,0.175,262.975107879,-45.5292936841,2116.63012346,timeout,0
SPC301,301,SPC,DZ,word_arrow,0,4,mask,visual_word,valid,right,right,0.175,221.706476842,48.4490792909,994.804986753,right,1
SPC301,301,SPC,DZ,word_arrow,0,5,mask,visual_word,valid,left,left,0.175,-250.275773786,28.9587484206,444.579485804,left,1
SPC301,301,SPC,DZ,word_arrow,0,6,mask,visual_arrow,invalid,right,up,0.175,-32.8610062609,232.021456702,548.285133205,up,1
SPC301,301,SPC,DZ,word_arrow,0,7,mask,visual_word,invalid,right,up,0.175,32.4887467106,252.818299011,487.682409585,up,1
SPC301,301,SPC,DZ,word_arrow,0,8,mask,visual_word,invalid,right,up,0.175,-44.4838430287,202.953404405,437.432581559,up,1
SPC301,301,SPC,DZ,word_arrow,0,9,mask,visual_arrow,invalid,left,up,0.175,14.3261605927,187.397071272,445.418433752,up,1
SPC301,301,SPC,DZ,word_arrow,0,10,mask,visual_word,neutral,neutral,left,0.175,-185.641765393,-12.8833979623,548.852007836,left,1
SPC301,301,SPC,DZ,word_arrow,0,11,mask,visual_arrow,valid,right,right,0.175,244.897748347,33.3214734711,352.258054074,right,1
SPC301,301,SPC,DZ,word_arrow,0,12,mask,visual_arrow,neutral,neutral,right,0.175,186.195045468,-13.7288185695,443.634268362,right,1
SPC301,301,SPC,DZ,word_arrow,0,13,mask,visual_word,invalid,right,up,0.175,2.61181796166,255.347618686,523.365075234,left,0
SPC301,301,SPC,DZ,word_arrow,0,14,mask,visual_word,valid,left,left,0.175,-171.847146813,23.0224650799,407.791559119,left,1
SPC301,301,SPC,DZ,word_arrow,1,15,mask,visual_arrow,valid,left,left,0.175,-196.277104596,-22.631452958,445.14604006,left,1
SPC301,301,SPC,DZ,word_arrow,1,16,mask,visual_word,invalid,right,down,0.175,-35.2643692773,-210.425509851,660.515020136,right,0
SPC301,301,SPC,DZ,word_arrow,1,17,mask,visual_word,valid,left,left,0.175,-192.757778344,-13.4888873565,443.574092351,left,1
SPC301,301,SPC,DZ,word_arrow,1,18,mask,visual_arrow,invalid,right,up,0.175,3.8377523645,271.336005145,563.254965004,down,0
SPC301,301,SPC,DZ,word_arrow,1,19,mask,visual_arrow,valid,left,left,0.175,-200.938721603,18.1291925865,286.358849611,left,1
SPC301,301,SPC,DZ,word_arrow,1,20,mask,visual_word,invalid,left,down,0.175,-7.22624880998,-227.342596284,556.406062562,down,1
SPC301,301,SPC,DZ,word_arrow,1,21,mask,visual_word,valid,right,right,0.175,245.701958171,33.1122802681,391.463597771,right,1
SPC301,301,SPC,DZ,word_arrow,1,22,mask,visual_word,invalid,right,left,0.175,-242.682884677,46.9482343945,329.234831966,left,1
SPC301,301,SPC,DZ,word_arrow,1,23,mask,visual_arrow,valid,right,right,0.175,177.529910941,11.3400795902,445.603764616,right,1
SPC301,301,SPC,DZ,word_arrow,1,24,mask,visual_word,invalid,right,left,0.175,-202.538448432,24.027313028,348.999887705,left,1
SPC301,301,SPC,DZ,word_arrow,1,25,mask,visual_arrow,valid,left,left,0.175,-177.616627092,-12.0871307448,304.391274229,left,1
SPC301,301,SPC,DZ,word_arrow,1,26,mask,visual_word,invalid,right,left,0.175,-221.661062185,-35.2425851499,333.410687745,left,1
SPC301,301,SPC,DZ,word_arrow,1,27,mask,visual_word,valid,right,right,0.175,243.499570918,-29.5872307659,409.504985437,right,1
SPC301,301,SPC,DZ,word_arrow,1,28,mask,visual_word,valid,left,left,0.175,-271.445776058,-35.7927615622,338.552246336,left,1
SPC301,301,SPC,DZ,word_arrow,1,29,mask,visual_arrow,valid,left,left,0.175,-244.239422169,-43.8508433503,318.254565354,left,1
SPC301,301,SPC,DZ,word_arrow,1,30,mask,visual_arrow,valid,right,right,0.175,208.109396314,26.8265444483,378.9981273,right,1
SPC301,301,SPC,DZ,word_arrow,1,31,mask,visual_arrow,valid,right,right,0.175,257.772198551,-24.7173163471,341.345326044,right,1
SPC301,301,SPC,DZ,word_arrow,1,32,mask,visual_arrow,invalid,right,left,0.175,-232.891965187,-11.0834508022,353.105964605,left,1
SPC301,301,SPC,DZ,word_arrow,1,33,mask,visual_word,valid,right,right,0.175,246.303178717,-40.3155775699,340.462205932,right,1
SPC301,301,SPC,DZ,word_arrow,1,34,mask,visual_word,invalid,right,left,0.175,-183.116987943,-34.8424837976,360.185970552,left,1
SPC301,301,SPC,DZ,word_arrow,1,35,mask,visual_word,valid,right,right,0.175,228.663057896,-4.89650314017,362.934878096,right,1
SPC301,301,SPC,DZ,word_arrow,1,36,mask,visual_word,valid,left,left,0.175,-254.168684886,-1.49925872545,309.66310855,left,1
SPC301,301,SPC,DZ,word_arrow,1,37,mask,visual_word,valid,left,left,0.175,-193.114941007,-32.7674793436,330.708192661,left,1
SPC301,301,SPC,DZ,word_arrow,1,38,mask,visual_word,neutral,neutral,right,0.175,184.593726009,-24.1617642941,326.751916669,right,1
SPC301,301,SPC,DZ,word_arrow,1,39,mask,visual_arrow,valid,left,left,0.175,-219.01584136,-9.2942297639,283.107085153,left,1
SPC301,301,SPC,DZ,word_arrow,1,40,mask,visual_word,valid,left,left,0.175,-264.439358782,10.0225682337,289.159611333,left,1
SPC301,301,SPC,DZ,word_arrow,1,41,mask,visual_word,invalid,right,up,0.175,-2.08487105079,186.802229257,534.877326805,up,1
SPC301,301,SPC,DZ,word_arrow,1,42,mask,visual_word,neutral,neutral,right,0.175,272.549675393,-36.5758039711,402.950242627,right,1
SPC301,301,SPC,DZ,word_arrow,1,43,mask,visual_word,valid,right,right,0.175,207.176312518,-43.4558424013,428.326744586,right,1
SPC301,301,SPC,DZ,word_arrow,1,44,mask,visual_word,valid,right,right,0.175,203.496891984,49.5034367921,588.382760063,right,1
SPC301,301,SPC,DZ,word_arrow,1,45,mask,visual_arrow,invalid,right,down,0.175,-33.2086394744,-215.862156267,574.446489569,left,0
SPC301,301,SPC,DZ,word_arrow,1,46,mask,visual_arrow,valid,left,left,0.175,-172.524030924,-43.062261874,344.858921599,left,1
SPC301,301,SPC,DZ,word_arrow,1,47,mask,visual_word,invalid,right,down,0.175,-34.4089759447,-168.271795969,428.232959472,left,0
SPC301,301,SPC,DZ,word_arrow,1,48,mask,visual_word,valid,right,right,0.175,193.553419237,35.6552307095,388.314901851,right,1
SPC301,301,SPC,DZ,word_arrow,1,49,mask,visual_word,valid,right,right,0.175,186.57330923,24.7953979295,326.053166762,right,1
SPC301,301,SPC,DZ,word_arrow,1,50,mask,visual_word,valid,left,left,0.175,-215.787701381,52.5204109923,330.465246458,left,1
SPC301,301,SPC,DZ,word_arrow,1,51,mask,visual_word,valid,left,left,0.175,-199.149678368,-33.8832144202,414.48586015,left,1
SPC301,301,SPC,DZ,word_arrow,1,52,mask,visual_arrow,valid,right,right,0.175,267.06096987,-6.07074181206,335.224301089,right,1
SPC301,301,SPC,DZ,word_arrow,1,53,mask,visual_word,valid,right,right,0.175,178.523580063,4.91784070607,403.216234408,right,1
SPC301,301,SPC,DZ,word_arrow,1,54,mask,visual_word,neutral,neutral,left,0.175,-262.80517036,-25.9421897702,340.656818356,left,1
SPC301,301,SPC,DZ,word_arrow,1,55,mask,visual_arrow,invalid,right,up,0.175,-2.0871132735,272.99460246,416.362210643,up,1
SPC301,301,SPC,DZ,word_arrow,1,56,mask,visual_word,invalid,left,down,0.175,-29.9062161415,-269.837377452,489.113199059,down,1
SPC301,301,SPC,DZ,word_arrow,1,57,mask,visual_word,valid,right,right,0.175,227.93899044,-12.6139712444,398.815998342,right,1
SPC301,301,SPC,DZ,word_arrow,1,58,mask,visual_arrow,invalid,right,down,0.175,8.79941840038,-171.817966827,736.269385554,up,0
SPC301,301,SPC,DZ,word_arrow,1,59,mask,visual_arrow,invalid,right,left,0.175,-250.1743432,-27.7762531841,372.236608528,left,1
SPC301,301,SPC,DZ,word_arrow,1,60,mask,visual_arrow,valid,right,right,0.175,251.312687576,49.3657363403,366.658451036,right,1
SPC301,301,SPC,DZ,word_arrow,1,61,mask,visual_word,valid,right,right,0.175,192.989063035,16.5156526813,425.373301376,right,1
SPC301,301,SPC,DZ,word_arrow,1,62,mask,visual_arrow,valid,left,left,0.175,-266.145215087,37.8051429541,257.808363996,left,1
SPC301,301,SPC,DZ,word_arrow,1,63,mask,visual_arrow,invalid,right,left,0.175,-200.731668667,14.0731485021,432.846374344,left,1
SPC301,301,SPC,DZ,word_arrow,1,64,mask,visual_arrow,valid,left,left,0.175,-221.644645649,31.5102914048,528.904822189,left,1
SPC301,301,SPC,DZ,word_arrow,1,65,mask,visual_arrow,valid,left,left,0.175,-176.083770626,21.9193523074,397.298785392,left,1
