subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC311,311,SPC,DZ,word_arrow,0,0,mask,visual_arrow,valid,right,right,0.175,184.471876644,24.0149975735,2116.69003312,timeout,0
SPC311,311,SPC,DZ,word_arrow,0,1,mask,visual_word,valid,right,right,0.175,246.464361816,26.7340618069,726.914926898,right,1
SPC311,311,SPC,DZ,word_arrow,0,2,mask,visual_word,valid,left,left,0.175,-183.714184511,-44.9687581295,603.15766884,left,1
SPC311,311,SPC,DZ,word_arrow,0,3,mask,visual_arrow,invalid,left,up,0.175,-17.0856705115,239.029871626,1172.47882625,left,0
SPC311,311,SPC,DZ,word_arrow,0,4,mask,visual_arrow,valid,left,left,0.175,-229.332383137,-7.17245172999,551.130550914,left,1
SPC311,311,SPC,DZ,word_arrow,0,5,mask,visual_word,valid,left,left,0.175,-232.017708452,-17.4247747772,578.43534532,left,1
SPC311,311,SPC,DZ,word_arrow,0,6,mask,visual_word,valid,right,right,0.175,213.658523186,-11.9857766089,604.758109432,right,1
SPC311,311,SPC,DZ,word_arrow,0,7,mask,visual_word,valid,right,right,0.175,176.950263596,21.0172844982,605.681243585,right,1
SPC311,311,SPC,DZ,word_arrow,0,8,mask,visual_arrow,neutral,neutral,right,0.175,190.090926369,-45.8719997437,502.988022286,right,1
SPC311,311,SPC,DZ,word_arrow,0,9,mask,visual_word,invalid,right,down,0.175,-14.0882416733,-230.627913941,756.315658102,down,1
SPC311,311,SPC,DZ,word_arrow,0,10,mask,visual_word,valid,right,right,0.175,257.474130385,24.7559239778,615.2682018,right,1
SPC311,311,SPC,DZ,word_arrow,0,11,mask,visual_arrow,invalid,right,up,0.175,-44.0306403688,225.97001693,871.848252602,up,1
SPC311,311,SPC,DZ,word_arrow,0,12,mask,visual_word,invalid,left,up,0.175,34.6097570791,271.027657342,1150.17444803,up,1
SPC311,311,SPC,DZ,word_arrow,0,13,mask,visual_word,invalid,left,up,0.175,28.1997176079,254.294382502,1161.42938542,left,0
SPC311,311,SPC,DZ,word_arrow,0,14,mask,visual_word,valid,left,left,0.175,-193.144702189,-39.8658899224,540.405359352,left,1
SPC311,311,SPC,DZ,word_arrow,1,15,mask,visual_arrow,neutral,neutral,left,0.175,-213.053715408,-20.9020534742,504.009423312,left,1
SPC311,311,SPC,DZ,word_arrow,1,16,mask,visual_arrow,invalid,left,down,0.175,26.2235750539,-201.826637219,669.328199234,down,1
SPC311,311,SPC,DZ,word_arrow,1,17,mask,visual_word,invalid,right,left,0.175,-184.206054213,-44.3805699024,555.945636239,left,1
SPC311,311,SPC,DZ,word_arrow,1,18,mask,visual_word,invalid,right,down,0.175,-21.2363013028,-256.93819919,598.909779917,down,1
SPC311,311,SPC,DZ,word_arrow,1,19,mask,visual_word,valid,left,left,0.175,-245.194049592,-22.7968312052,536.193640437,left,1
SPC311,311,SPC,DZ,word_arrow,1,20,mask,visual_word,valid,left,left,0.175,-222.927101122,41.1912067168,491.828471189,left,1
SPC311,311,SPC,DZ,word_arrow,1,21,mask,visual_word,valid,right,right,0.175,243.091239051,-32.8005112827,489.451497095,right,1
SPC311,311,SPC,DZ,word_arrow,1,22,mask,visual_word,invalid,left,right,0.175,240.350072642,-11.6473998093,455.097082769,right,1
SPC311,311,SPC,DZ,word_arrow,1,23,mask,visual_word,valid,right,right,0.175,201.036538763,35.6016227072,510.075092549,right,1
SPC311,311,SPC,DZ,word_arrow,1,24,mask,visual_arrow,invalid,left,right,0.175,243.857341028,39.1261731264,491.044575581,right,1
SPC311,311,SPC,DZ,word_arrow,1,25,mask,visual_word,valid,left,left,0.175,-173.706650227,-21.973723038,600.648818538,left,1
SPC311,311,SPC,DZ,word_arrow,1,26,mask,visual_arrow,invalid,left,right,0.175,173.846269377,-23.6020992941,513.951039175,right,1
SPC311,311,SPC,DZ,word_arrow,1,27,mask,visual_word,invalid,right,left,0.175,-235.334602171,46.6829477213,526.607642416,left,1
SPC311,311,SPC,DZ,word_arrow,1,28,mask,visual_word,valid,left,left,0.175,-209.695618293,-6.4276733129,498.888654169,left,1
SPC311,311,SPC,DZ,word_arrow,1,29,mask,visual_arrow,invalid,right,down,0.175,2.79571607385,-226.80270826,600.198454689,down,1
SPC311,311,SPC,DZ,word_arrow,1,30,mask,visual_arrow,valid,left,left,0.175,-263.57997859,-17.8999539996,457.50798611,left,1
SPC311,311,SPC,DZ,word_arrow,1,31,mask,visual_word,invalid,left,down,0.175,-40.8576227636,-196.86646302,528.430544073,down,1
SPC311,311,SPC,DZ,word_arrow,1,32,mask,visual_word,valid,right,right,0.175,207.791273076,12.2277412433,468.764523976,right,1
SPC311,311,SPC,DZ,word_arrow,1,33,mask,visual_word,valid,left,left,0.175,-232.873558071,16.9758979344,459.378900938,left,1
SPC311,311,SPC,DZ,word_arrow,1,34,mask,visual_word,valid,right,right,0.175,225.297459531,-33.4898341805,442.345413612,right,1
SPC311,311,SPC,DZ,word_arrow,1,35,mask,visual_word,valid,left,left,0.175,-214.049612741,-26.7964529504,393.950015074,left,1
SPC311,311,SPC,DZ,word_arrow,1,36,mask,visual_arrow,valid,right,right,0.175,264.921273567,-32.2759498469,339.592335746,right,1
SPC311,311,SPC,DZ,word_arrow,1,37,mask,visual_arrow,valid,left,left,0.175,-187.586700025,-27.499493161,335.603078129,left,1
SPC311,311,SPC,DZ,word_arrow,1,38,mask,visual_word,valid,left,left,0.175,-194.678554273,28.2846225604,403.232569573,left,1
SPC311,311,SPC,DZ,word_arrow,1,39,mask,visual_arrow,invalid,right,up,0.175,-29.1122673596,237.462487964,668.498850893,down,0
SPC311,311,SPC,DZ,word_arrow,1,40,mask,visual_arrow,valid,right,right,0.175,240.926507109,-27.756368854,395.171151031,right,1
SPC311,311,SPC,DZ,word_arrow,1,41,mask,visual_word,valid,right,right,0.175,216.942306482,35.1135513199,364.454858005,right,1
SPC311,311,SPC,DZ,word_arrow,1,42,mask,visual_arrow,invalid,left,down,0.175,-23.3419798759,-267.246534592,519.418464042,down,1
SPC311,311,SPC,DZ,word_arrow,1,43,mask,visual_arrow,valid,left,left,0.175,-228.894461174,-52.5932328072,420.051598223,left,1
