subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	rt	key	response	is_correct
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	0	0					0					1328.15265882		nogo	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	1	0					0					1337.9961971		nogo	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	2	0					1	left	-187.773900228	6.51977965158	1.0	1330.69843941		nogo	0
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	3	0					1	right	184.058472452	21.4398115966	1.0	679.379067165	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	4	0					0					1330.60419199		nogo	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	5	0					1	right	204.780400965	-6.6699578125	1.0	602.33674934	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	6	0					1	left	-179.128280832	15.0671629863	1.0	636.214847451	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	7	0					1	left	-186.255244252	-2.49412108724	1.0	461.60040926	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	8	0					1	left	-206.153200208	-17.3883211886	1.0	694.368808137	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	practice	9	0					0					1329.681154		nogo	1
SPC_318	2015_Apr_16_0851	LL-George	NS	cueing_effect	0	1	frame	left	-200	0	0					1325.06596403		nogo	1
SPC_318	2015_Apr_16_0851	LL-George	NS	cueing_effect	1	1	sound	right			1	right	199.845462836	0.0241576133656	1.0	614.311306206	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	cueing_effect	2	1	frame	right	200	0	0					1329.21175049		nogo	1
SPC_318	2015_Apr_16_0851	LL-George	NS	cueing_effect	3	1	sound	left			1	left	-216.575659727	13.1061175835	1.0	647.153416103	 	go	1
SPC_318	2015_Apr_16_0851	LL-George	NS	cueing_effect	4	1	sound	left			0					1328.76838421		nogo	1
