subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	0	0					False	1	left	-195.554539961	-15.397863464	0.6	0.083	810.704477757	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	1	0					False	1	left	-180.47645117	-1.89258522636	0.6	0.083	565.241329183	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	2	0					False	1	right	189.811091574	-13.9971746226	0.6	0.083	423.663802168	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	3	0					False	1	right	190.808805349	-23.5109354152	0.6	0.083	455.040125031	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	4	0					False	1	left	-184.375821303	-6.41518911078	0.6	0.083	440.003914831	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	5	0					False	1	right	188.061615438	-6.81282906567	0.6	0.083	485.495059882	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	6	0					False	0					0.083	1082.99978671		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	7	0					False	1	right	191.181159113	-8.06485301647	0.6	0.083	444.647897602	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	8	0					False	1	right	219.187756704	11.0163257476	0.6	0.083	722.997930672	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	practice	9	0					False	1	left	-182.240171827	11.8411223309	0.6	0.083	372.865025434	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	0	1	sound	left			False	1	left	-195.969002485	12.943407633	0.6	0.083	502.592402961	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	1	0					False	1	right	191.90068718	-23.5571612488	0.6	0.083	684.992137205	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	2	1	sound	left			False	1	left	-210.072211114	0.382125581144	0.6	0.083	545.499918313	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	3	1	sound	left			False	1	left	-200.085375178	4.29671144282	0.6	0.083	606.240171503	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	4	1	sound	left			False	1	left	-195.013864691	1.9027424969	0.6	0.083	559.721189478	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	5	1	frame	right	200	0	False	1	right	192.888391336	20.9056943137	0.6	0.083	684.406082961	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	6	1	sound	right			False	0					0.083	1085.49607366		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	7	1	sound	right			False	1	right	181.136811189	18.6037159919	0.6	0.083	412.782611311	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	8	0					False	1	right	181.778664956	8.40839503367	0.6	0.083	478.057278902	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	9	1	frame	left	-200	0	False	1	left	-218.107116089	-16.2091017155	0.6	0.083	579.473908118	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	10	1	sound	right			False	1	right	185.853900393	-1.04835395381	0.6	0.083	503.012739951	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	11	1	sound	right			False	1	right	219.134253168	-18.6204571164	0.6	0.083	453.354098034	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	12	1	frame	left	-200	0	False	0					0.083	1085.74445461		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	13	1	frame	right	200	0	False	1	right	207.803050509	11.4726630653	0.6	0.083	607.376017157	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	14	0					False	0					0.083	1085.41068053		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	15	0					False	1	right	179.448972582	17.4726822795	0.6	0.083	423.913742794	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	16	0					False	1	left	-195.857553043	17.697915368	0.6	0.083	372.763645457	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	17	1	sound	right			False	1	right	195.943819608	-2.97232022436	0.6	0.083	427.409402371	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	18	0					False	0					0.083	1086.14295592		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	19	1	frame	left	-200	0	False	1	left	-185.66852442	14.7041020159	0.6	0.083	424.261554101	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	20	1	frame	right	200	0	False	0					0.083	1078.97890087		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	21	1	frame	right	200	0	False	1	right	220.670232171	-9.76772071681	0.6	0.083	359.61232298	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	22	1	frame	left	-200	0	False	1	left	-192.550355013	-23.4241210172	0.6	0.083	449.231442297	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	23	1	frame	right	200	0	False	0					0.083	1085.56392028		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	24	1	sound	right			False	1	right	204.479620471	-20.17729308	0.6	0.083	529.57156433	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	25	1	frame	left	-200	0	False	1	left	-198.947429716	-14.2709926669	0.6	0.083	411.270489974	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	26	1	frame	right	200	0	False	1	right	193.598583062	17.1518911953	0.6	0.083	544.051744349	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	27	1	frame	left	-200	0	False	1	left	-184.115635598	-13.2518736698	0.6	0.083	446.023935816	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	28	1	frame	right	200	0	False	0					0.083	1086.18506759		nogo	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	29	0					False	1	right	217.994896229	0.883102723797	0.6	0.083	416.539519283	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	30	0					False	1	right	217.986693858	-9.65641596599	0.6	0.083	371.238266729	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	31	1	sound	right			False	1	right	189.161153896	-16.6895465788	0.6	0.083	423.018869536	 	go	1	0.1
SPC605	2015_May_07_0928	LL-Kramer	PME	cueing_effect	32	1	frame	right	200	0	False	1	right	213.759947101	-20.5900493609	0.6	0.083	433.871596018	 	go	1	0.1
