subj_id,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,rt,response_type,is_correct
SPC245a,SPC,SK,visual_auditory,0,0,mask,visual_word,valid,right,right,2116.63556495,timeout,0
SPC245a,SPC,SK,visual_auditory,0,1,mask,auditory_word,invalid,left,up,2116.62436184,timeout,0
SPC245a,SPC,SK,visual_auditory,0,2,mask,auditory_word,valid,right,right,788.301458117,right,1
SPC245a,SPC,SK,visual_auditory,0,3,mask,visual_word,valid,right,right,550.405070186,right,1
SPC245a,SPC,SK,visual_auditory,0,4,mask,auditory_word,invalid,right,down,554.823872168,down,1
SPC245a,SPC,SK,visual_auditory,0,5,mask,visual_word,invalid,right,up,565.925451694,up,1
SPC245a,SPC,SK,visual_auditory,0,6,mask,auditory_word,valid,left,left,399.681193288,left,1
SPC245a,SPC,SK,visual_auditory,0,7,mask,visual_word,valid,left,left,523.734135553,left,1
SPC245a,SPC,SK,visual_auditory,0,8,mask,visual_word,neutral,neutral,right,656.49056551,right,1
SPC245a,SPC,SK,visual_auditory,0,9,mask,auditory_word,valid,left,left,559.578765417,left,1
SPC245a,SPC,SK,visual_auditory,0,10,mask,visual_word,neutral,neutral,left,443.678760668,left,1
SPC245a,SPC,SK,visual_auditory,0,11,mask,visual_word,valid,right,right,500.080341706,right,1
SPC245a,SPC,SK,visual_auditory,0,12,mask,visual_word,valid,left,left,552.815325791,left,1
SPC245a,SPC,SK,visual_auditory,0,13,mask,visual_word,valid,right,right,541.567786364,right,1
SPC245a,SPC,SK,visual_auditory,0,14,mask,visual_word,valid,right,right,481.652609538,right,1
SPC245a,SPC,SK,visual_auditory,1,15,mask,visual_word,valid,right,right,527.40041283,right,1
SPC245a,SPC,SK,visual_auditory,1,16,mask,visual_word,valid,right,right,406.501608435,right,1
SPC245a,SPC,SK,visual_auditory,1,17,mask,visual_word,valid,right,right,366.21833127,right,1
SPC245a,SPC,SK,visual_auditory,1,18,mask,visual_word,valid,right,right,440.965382615,right,1
SPC245a,SPC,SK,visual_auditory,1,19,mask,auditory_word,valid,right,right,409.37759052,right,1
SPC245a,SPC,SK,visual_auditory,1,20,mask,visual_word,invalid,right,up,633.48526787,up,1
SPC245a,SPC,SK,visual_auditory,1,21,mask,visual_word,valid,right,right,472.910391632,right,1
SPC245a,SPC,SK,visual_auditory,1,22,mask,visual_word,neutral,neutral,left,400.285837706,left,1
SPC245a,SPC,SK,visual_auditory,1,23,mask,auditory_word,valid,left,left,400.363298832,left,1
SPC245a,SPC,SK,visual_auditory,1,24,mask,visual_word,valid,right,right,384.792023338,right,1
SPC245a,SPC,SK,visual_auditory,1,25,mask,auditory_word,valid,right,right,429.540514946,right,1
SPC245a,SPC,SK,visual_auditory,1,26,mask,auditory_word,invalid,right,left,469.963990152,left,1
SPC245a,SPC,SK,visual_auditory,1,27,mask,auditory_word,valid,right,right,372.341596987,right,1
SPC245a,SPC,SK,visual_auditory,1,28,mask,auditory_word,valid,left,left,389.750171918,left,1
SPC245a,SPC,SK,visual_auditory,1,29,mask,visual_word,valid,left,left,495.509178378,left,1
SPC245a,SPC,SK,visual_auditory,1,30,mask,visual_word,neutral,neutral,left,549.272282049,left,1
SPC245a,SPC,SK,visual_auditory,1,31,mask,visual_word,invalid,right,up,538.998767734,up,1
SPC245a,SPC,SK,visual_auditory,1,32,mask,visual_word,valid,right,right,457.091688877,right,1
SPC245a,SPC,SK,visual_auditory,1,33,mask,visual_word,invalid,left,down,554.496422876,down,1
SPC245a,SPC,SK,visual_auditory,1,34,mask,auditory_word,valid,left,left,384.561880957,left,1
SPC245a,SPC,SK,visual_auditory,1,35,mask,auditory_word,valid,left,left,356.32380005,left,1
SPC245a,SPC,SK,visual_auditory,1,36,mask,visual_word,valid,right,right,406.101499451,right,1
SPC245a,SPC,SK,visual_auditory,1,37,mask,auditory_word,valid,right,right,414.472096367,right,1
SPC245a,SPC,SK,visual_auditory,1,38,mask,auditory_word,neutral,neutral,right,528.199350229,right,1
SPC245a,SPC,SK,visual_auditory,1,39,mask,auditory_word,valid,left,left,484.957828419,left,1
SPC245a,SPC,SK,visual_auditory,1,40,mask,visual_word,invalid,left,down,553.72789409,down,1
SPC245a,SPC,SK,visual_auditory,1,41,mask,auditory_word,valid,right,right,355.819982942,right,1
SPC245a,SPC,SK,visual_auditory,1,42,mask,auditory_word,valid,left,left,377.213642234,left,1
SPC245a,SPC,SK,visual_auditory,1,43,mask,auditory_word,invalid,right,left,412.635756889,left,1
SPC245a,SPC,SK,visual_auditory,1,44,mask,visual_word,valid,left,left,431.012595538,left,1
SPC245a,SPC,SK,visual_auditory,1,45,mask,auditory_word,valid,left,left,422.782196663,left,1
SPC245a,SPC,SK,visual_auditory,1,46,mask,visual_word,invalid,left,down,695.527103264,down,1
SPC245a,SPC,SK,visual_auditory,1,47,mask,visual_word,valid,right,right,413.60338009,right,1
SPC245a,SPC,SK,visual_auditory,1,48,mask,auditory_word,valid,right,right,791.680297116,left,0
SPC245a,SPC,SK,visual_auditory,1,49,mask,auditory_word,invalid,right,up,537.761631189,up,1
SPC245a,SPC,SK,visual_auditory,1,50,mask,visual_word,valid,right,right,448.195189005,right,1
SPC245a,SPC,SK,visual_auditory,1,51,mask,visual_word,valid,left,left,374.639501795,left,1
SPC245a,SPC,SK,visual_auditory,1,52,mask,auditory_word,invalid,left,up,593.660355778,up,1
SPC245a,SPC,SK,visual_auditory,1,53,mask,auditory_word,valid,left,left,418.423571158,left,1
SPC245a,SPC,SK,visual_auditory,1,54,mask,visual_word,valid,right,right,449.848438846,right,1
SPC245a,SPC,SK,visual_auditory,1,55,mask,visual_word,valid,left,left,385.924811475,left,1
SPC245a,SPC,SK,visual_auditory,1,56,mask,visual_word,valid,right,right,411.021237727,right,1
SPC245a,SPC,SK,visual_auditory,1,57,mask,visual_word,valid,left,left,365.432837745,left,1
SPC245a,SPC,SK,visual_auditory,1,58,mask,auditory_word,valid,left,left,353.819118813,left,1
SPC245a,SPC,SK,visual_auditory,1,59,mask,auditory_word,valid,right,right,430.564153474,right,1
SPC245a,SPC,SK,visual_auditory,1,60,mask,auditory_word,valid,left,left,385.316325817,left,1
SPC245a,SPC,SK,visual_auditory,1,61,mask,auditory_word,valid,right,right,404.753932962,right,1
SPC245a,SPC,SK,visual_auditory,1,62,mask,auditory_word,invalid,right,up,600.43595871,up,1
SPC245a,SPC,SK,visual_auditory,1,63,mask,visual_word,valid,left,left,428.543444024,left,1
SPC245a,SPC,SK,visual_auditory,1,64,mask,auditory_word,valid,right,right,471.295232419,right,1
SPC245a,SPC,SK,visual_auditory,1,65,mask,visual_word,valid,right,right,437.698253896,right,1
SPC245a,SPC,SK,visual_auditory,1,66,mask,auditory_word,valid,right,right,510.463646147,right,1
SPC245a,SPC,SK,visual_auditory,1,67,mask,visual_word,valid,left,left,522.18907536,left,1
SPC245a,SPC,SK,visual_auditory,1,68,mask,visual_word,valid,left,left,424.612134462,left,1
SPC245a,SPC,SK,visual_auditory,1,69,mask,visual_word,invalid,right,left,416.026119143,left,1
SPC245a,SPC,SK,visual_auditory,1,70,mask,auditory_word,invalid,left,up,529.456011951,up,1
SPC245a,SPC,SK,visual_auditory,1,71,mask,auditory_word,neutral,neutral,right,656.192884548,right,1
SPC245a,SPC,SK,visual_auditory,1,72,mask,visual_word,valid,left,left,361.923403107,left,1
SPC245a,SPC,SK,visual_auditory,1,73,mask,visual_word,valid,left,left,518.313781358,left,1
SPC245a,SPC,SK,visual_auditory,1,74,mask,visual_word,valid,right,right,900.749964174,right,1
SPC245a,SPC,SK,visual_auditory,1,75,mask,auditory_word,neutral,neutral,right,497.52092571,right,1
SPC245a,SPC,SK,visual_auditory,1,76,mask,auditory_word,valid,left,left,438.250084175,left,1
SPC245a,SPC,SK,visual_auditory,1,77,mask,visual_word,valid,right,right,415.661539882,right,1
SPC245a,SPC,SK,visual_auditory,1,78,mask,visual_word,valid,right,right,536.406062311,right,1
SPC245a,SPC,SK,visual_auditory,1,79,mask,visual_word,invalid,right,left,435.159323271,left,1
SPC245a,SPC,SK,visual_auditory,1,80,mask,auditory_word,valid,left,left,451.594193699,left,1
SPC245a,SPC,SK,visual_auditory,1,81,mask,visual_word,valid,left,left,425.660739886,left,1
SPC245a,SPC,SK,visual_auditory,1,82,mask,visual_word,neutral,neutral,right,418.393803295,right,1
SPC245a,SPC,SK,visual_auditory,1,83,mask,auditory_word,valid,left,left,409.810668556,left,1
SPC245a,SPC,SK,visual_auditory,1,84,mask,visual_word,neutral,neutral,left,460.230142577,left,1
SPC245a,SPC,SK,visual_auditory,1,85,mask,auditory_word,valid,right,right,428.977161646,right,1
