subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	0	0					False	1	left	-179.329310194	-10.6509382259	0.6	0.083	438.794653863	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	1	0					False	0					0.083	1081.97795972		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	2	0					False	1	right	182.942622075	-18.6526428488	0.6	0.083	328.072661534	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	3	0					False	1	left	-210.822258344	15.991983724	0.6	0.083	362.490143627	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	4	0					False	1	right	191.467204657	-14.1510341637	0.6	0.083	385.618897155	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	5	0					False	1	right	203.006650394	-10.0564093228	0.6	0.083	284.515764564	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	6	0					False	1	left	-177.085622368	-2.55672509811	0.6	0.083	468.813518062	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	7	0					False	1	right	210.331441441	-8.63811204995	0.6	0.083	326.067451388	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	8	0					False	1	left	-188.566924998	21.7333504079	0.6	0.083	287.347925827	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	practice	9	0					False	1	right	183.026031943	-2.33236040161	0.6	0.083	295.043315738	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	0	1	frame	right	200	0	False	1	right	219.744872303	7.80898917985	0.6	0.083	326.978806406	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	1	1	frame	right	200	0	False	1	right	189.572944342	-11.2726197907	0.6	0.083	307.704212144	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	2	0					False	0					0.083	1080.86699434		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	3	1	frame	left	-200	0	False	1	left	-220.866025185	-11.5124658954	0.6	0.083	417.411049828	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	4	1	frame	left	-200	0	False	1	left	-218.197366782	18.9181368883	0.6	0.083	391.872541979	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	5	1	frame	left	-200	0	False	0					0.083	1079.49064486		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	6	1	sound	left			False	1	left	-189.040883879	5.3635960592	0.6	0.083	594.374608248	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	7	1	frame	left	-200	0	False	1	left	-182.564376916	8.17379220727	0.6	0.083	438.709866256	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	8	1	sound	left			False	1	left	-216.399968959	-23.0696926635	0.6	0.083	329.456236213	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	9	1	sound	left			False	1	left	-214.390698903	-1.45982904876	0.6	0.083	889.663539827	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	10	0					False	1	right	197.3390252	-9.16241880241	0.6	0.083	312.779974192	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	11	1	sound	left			False	1	left	-181.699697529	-15.5784982682	0.6	0.083	312.084956095	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	12	1	frame	left	-200	0	False	1	left	-216.45419125	2.80070678952	0.6	0.083	329.46764119	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	13	1	frame	right	200	0	False	1	right	198.150040934	13.2131976502	0.6	0.083	288.085149601	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	14	1	frame	right	200	0	False	1	right	179.700560797	-17.2641196357	0.6	0.083	374.147670344	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	15	1	frame	left	-200	0	False	1	left	-220.425043444	-14.9436087518	0.6	0.083	421.313494444	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	16	1	sound	left			False	1	left	-207.482296321	5.7671238539	0.6	0.083	581.794317812	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	17	0					False	1	right	216.222969455	7.32099155658	0.6	0.083	398.55582267	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	18	0					False	1	right	197.949558628	-9.8198182601	0.6	0.083	325.018838048	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	19	0					False	1	right	206.103306853	9.56949822248	0.6	0.083	284.308172762	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	20	0					False	1	right	204.705286584	21.9971587531	0.6	0.083	337.277093902	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	21	1	frame	right	200	0	False	1	right	219.40291408	22.7769289893	0.6	0.083	309.914354235	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	22	1	sound	left			False	1	left	-192.147066284	-21.5375198998	0.6	0.083	392.330311239	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	23	1	sound	right			False	1	right	217.115835722	6.36326876336	0.6	0.083	326.8016316	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	24	0					False	1	right	222.13299747	-6.42076836495	0.6	0.083	337.178241462	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	25	1	sound	left			False	1	left	-197.973506168	9.43196580921	0.6	0.083	337.071401998	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	26	1	sound	left			False	1	left	-216.078256329	-4.29067858443	0.6	0.083	303.521173075	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	27	1	sound	right			False	0					0.083	1087.48563752		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	28	1	sound	right			False	1	right	220.986018731	-0.737821449441	0.6	0.083	347.28452377	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	29	1	sound	left			False	1	left	-190.858495185	-2.30473359468	0.6	0.083	333.185685799	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	30	1	sound	left			False	0					0.083	1087.4586422		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	31	0					False	1	right	199.428873061	11.2089336577	0.6	0.083	334.338093176	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	32	1	frame	right	200	0	False	1	right	197.176970568	-14.3254300479	0.6	0.083	406.175930053	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	33	1	frame	right	200	0	False	0					0.083	1081.72474056		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	34	1	sound	left			False	0					0.083	1080.7133913		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	35	0					False	1	right	188.811306262	-11.6860546467	0.6	0.083	296.110939234	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	36	1	sound	right			False	0					0.083	1080.13243414		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	37	0					False	1	right	196.837921493	22.0303246136	0.6	0.083	476.437810808	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	38	1	sound	left			False	1	left	-213.828562811	12.6664957242	0.6	0.083	395.377671346	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	39	1	frame	left	-200	0	False	1	left	-221.765613991	6.98287775363	0.6	0.083	420.678548515	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	40	0					False	1	left	-183.103269343	1.34392978818	0.6	0.083	385.913176462	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	41	0					False	1	left	-190.133696736	-8.1007415664	0.6	0.083	337.603691965	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	42	0					False	1	left	-219.185086451	-5.96046694349	0.6	0.083	295.602221042	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	43	0					False	0					0.083	1081.05557598		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	44	1	frame	right	200	0	False	1	right	210.120672144	-17.023247114	0.6	0.083	365.282002836	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	45	0					False	1	left	-203.453504107	-1.42963941458	0.6	0.083	324.555747211	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	46	1	frame	right	200	0	False	1	right	214.307224792	8.04695007145	0.6	0.083	368.57573688	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	47	1	frame	right	200	0	False	1	right	187.930839458	11.0048036701	0.6	0.083	368.121007457	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	48	0					False	1	left	-188.250411117	9.39879012025	0.6	0.083	327.833130956	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	49	1	sound	left			False	0					0.083	1083.76036957		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	50	1	sound	right			False	1	right	222.784239197	6.74015880884	0.6	0.083	315.290480852	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	51	1	frame	right	200	0	False	1	right	219.558904665	15.204082362	0.6	0.083	360.888712108	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	52	0					False	1	left	-189.076356894	16.9183243387	0.6	0.083	627.273542807	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	53	0					False	1	right	196.199248095	-18.2081808549	0.6	0.083	345.84772028	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	54	1	frame	left	-200	0	False	1	left	-178.916790177	5.45066010413	0.6	0.083	315.241055563	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	55	0					False	1	right	184.657984409	12.4889906622	0.6	0.083	293.841481209	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	56	1	frame	left	-200	0	False	1	left	-193.619578153	9.04754410748	0.6	0.083	393.70666258	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	57	1	sound	left			False	1	left	-223.775859172	-7.73430629425	0.6	0.083	337.436400354	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	58	1	sound	right			False	1	right	212.105087392	-5.16096980875	0.6	0.083	308.417860419	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	59	1	frame	right	200	0	False	0					0.083	1082.25474879		nogo	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	60	1	frame	left	-200	0	False	1	left	-222.98081855	-7.27235899353	0.6	0.083	343.323526904	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	61	0					False	1	left	-209.160399466	-10.0294146619	0.6	0.083	417.844865471	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	62	1	frame	right	200	0	False	1	right	202.178254771	-10.9973103098	0.6	0.083	336.071077734	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	63	0					False	1	right	193.604855503	-15.7041849941	0.6	0.083	321.561235934	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	64	1	sound	left			False	1	left	-200.560000241	-17.2218752304	0.6	0.083	308.198859915	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	65	1	frame	right	200	0	False	1	right	178.216852133	11.99274758	0.6	0.083	369.663888589	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	66	1	frame	left	-200	0	False	1	left	-211.452789332	-10.7976503362	0.6	0.083	327.096290886	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	67	1	frame	left	-200	0	False	1	left	-210.867403584	-1.44767199948	0.6	0.083	348.379520699	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	68	1	sound	left			False	1	left	-206.688985546	-17.3096116563	0.6	0.083	334.165479988	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	69	0					False	1	left	-215.426288701	-19.0698093843	0.6	0.083	271.946119145	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	70	1	sound	right			False	1	right	198.684185293	-7.15059613554	0.6	0.083	300.760870799	 	go	1	0.1
SPC613	2015_May_07_1358	LL-Jerry	PME	cueing_effect	71	1	sound	right			False	1	right	184.365707252	19.6100042287	0.6	0.083	305.331718177	 	go	1	0.1
