subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	0	0					False	1	left	-187.182025642	12.2867923199	0.6	0.083	1086.74311033		nogo	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	1	0					False	1	left	-222.872488183	22.6113331961	0.6	0.083	1080.82613093		nogo	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	2	0					False	1	left	-191.696002883	15.1593180807	0.6	0.083	577.274820302	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	3	0					False	1	right	182.305986192	-16.888278168	0.6	0.083	461.417219369	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	4	0					False	0					0.083	1079.33886419		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	5	0					False	1	right	220.636667849	-7.02970992918	0.6	0.083	1079.84905923		nogo	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	6	0					False	1	right	215.760982636	21.1731153735	0.6	0.083	528.934318107	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	7	0					False	1	left	-181.930442395	-19.4622243471	0.6	0.083	644.86443717	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	8	0					False	0					0.083	1088.09079556		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	practice	9	0					False	1	right	179.628959779	13.8723322325	0.6	0.083	437.112681102	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	0	0					False	0					0.083	1080.37497732		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	1	0					False	0					0.083	1087.82414626		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	2	1	frame	right	200	0	False	1	right	218.268715253	-14.7123245803	0.6	0.083	670.387347229	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	3	1	sound	right			False	1	right	222.416082148	7.60297308996	0.6	0.083	558.965555392	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	4	0					False	1	left	-187.803320046	15.4221089548	0.6	0.083	612.210027175	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	5	1	sound	left			False	1	left	-211.603886389	-6.57481322715	0.6	0.083	566.942567704	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	6	0					False	1	left	-188.974852634	9.09407473593	0.6	0.083	601.501385449	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	7	1	sound	left			False	1	left	-200.433935801	20.4177584096	0.6	0.083	462.529701181	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	8	1	frame	right	200	0	False	1	right	205.147056774	12.6028640797	0.6	0.083	591.145387851	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	9	1	frame	left	-200	0	False	1	left	-203.155677175	6.51101882686	0.6	0.083	430.844019866	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	10	0					False	1	left	-198.443137594	-21.2595549123	0.6	0.083	385.910914978	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	11	1	frame	left	-200	0	False	1	left	-180.937268917	-11.4064644962	0.6	0.083	566.828014562	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	12	1	sound	left			False	1	left	-202.076091142	-4.19516382123	0.6	0.083	361.72638461	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	13	0					False	1	left	-208.09545881	11.5230647401	0.6	0.083	378.542286111	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	14	1	frame	right	200	0	False	1	right	205.708115789	-11.3538244876	0.6	0.083	503.996046726	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	15	0					False	1	left	-177.591639941	-20.3750781935	0.6	0.083	392.551793717	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	16	1	sound	left			False	0					0.083	1094.83435517		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	17	1	sound	left			False	1	left	-190.013802851	22.0887096741	0.6	0.083	590.16831615	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	18	1	frame	right	200	0	False	1	right	216.758680635	-12.5297541364	0.6	0.083	1086.61700552		nogo	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	19	1	frame	right	200	0	False	1	right	222.228376055	-21.2498542135	0.6	0.083	1087.32133149		nogo	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	20	1	sound	left			False	1	left	-217.92769068	-13.250995385	0.6	0.083	369.898490608	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	21	1	frame	left	-200	0	False	1	left	-185.340795528	20.9047017556	0.6	0.083	519.064129097	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	22	1	frame	left	-200	0	False	1	left	-201.296700378	-17.1117819679	0.6	0.083	479.057454737	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	23	1	sound	left			False	1	left	-208.503931329	-0.293603467954	0.6	0.083	336.57248388	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	24	1	sound	right			False	1	right	221.471677245	14.6465260496	0.6	0.083	356.282699388	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	25	0					False	0					0.083	1080.05474182		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	26	1	frame	left	-200	0	False	1	left	-190.454302565	-18.9258339337	0.6	0.083	411.832354497	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	27	1	frame	left	-200	0	False	1	left	-198.549730299	7.20749204032	0.6	0.083	1083.20254902		nogo	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	28	1	sound	right			False	1	right	184.066962692	10.370232815	0.6	0.083	445.426935563	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	29	0					False	1	right	204.636404356	5.05534143667	0.6	0.083	407.163908938	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	30	1	sound	right			False	1	right	194.701283792	-13.1094146781	0.6	0.083	336.650457	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	31	1	sound	right			False	0					0.083	1080.52611072		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	32	0					False	1	right	184.215071667	-11.1178975456	0.6	0.083	377.229255624	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	33	0					False	1	right	192.895856821	2.62870128452	0.6	0.083	370.107060531	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	34	1	sound	left			False	1	left	-219.295066093	7.77837834735	0.6	0.083	438.195000403	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	35	0					False	0					0.083	1078.33644329		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	36	0					False	1	left	-214.288311011	5.74923669377	0.6	0.083	329.98872106	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	37	0					False	1	left	-182.92094177	-16.7865079596	0.6	0.083	350.378234172	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	38	1	sound	left			False	1	left	-198.782515625	-20.7499295782	0.6	0.083	427.676318213	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	39	1	frame	left	-200	0	False	1	left	-207.473074031	16.0278501042	0.6	0.083	462.0368334	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	40	0					False	1	left	-202.607347321	-4.68125380321	0.6	0.083	386.168579338	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	41	1	sound	left			False	1	left	-189.730091361	6.08735632052	0.6	0.083	405.386568978	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	42	0					False	1	right	192.062668691	22.6622271248	0.6	0.083	422.263758024	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	43	0					False	1	left	-185.808414012	-9.58730412512	0.6	0.083	303.937005345	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	44	0					False	1	left	-222.583382038	-22.7242698536	0.6	0.083	303.381566657	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	45	0					False	0					0.083	1080.70387668		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	46	1	frame	left	-200	0	False	1	left	-218.502255705	9.49843231741	0.6	0.083	377.71506398	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	47	1	frame	left	-200	0	False	1	left	-212.242931378	-21.3965772779	0.6	0.083	380.247107707	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	48	0					False	1	left	-214.452890613	19.6735737702	0.6	0.083	375.772793079	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	49	1	frame	left	-200	0	False	1	left	-209.302002508	8.95034112015	0.6	0.083	337.427622173	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	50	1	frame	right	200	0	False	1	right	178.759751976	9.48989162092	0.6	0.083	0.0	 	go	0	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	51	0					False	1	right	198.222094735	7.91009307503	0.6	0.083	394.063446904	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	52	1	frame	left	-200	0	False	0					0.083	1087.01393101		nogo	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	53	1	frame	left	-200	0	False	1	left	-214.398417788	4.63798484137	0.6	0.083	395.716286497	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	54	1	sound	left			False	1	left	-218.252866869	1.15910089347	0.6	0.083	479.009002214	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	55	0					False	1	left	-218.555036779	-14.2249424504	0.6	0.083	603.00244973	 	go	1	0.1
SPC603	2015_May_07_0901	LL-Elaine	PME	cueing_effect	56	1	frame	left	-200	0	False	1	left	-213.818023575	-12.9535617916	0.6	0.083	385.106795933	 	go	1	0.1
