subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC602	2015_May_07_0853	LL-George	PME	practice	0	0					False	0					0.083	944.457259495	 	go	0	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	1	0					False	0					0.083	1079.28437693		nogo	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	2	0					False	1	left	-190.905069458	-21.5013961473	0.6	0.083	731.075542979	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	3	0					False	1	left	-200.114763084	8.2388071612	0.6	0.083	435.452563688	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	4	0					False	1	left	-191.994602697	-23.0636984745	0.6	0.083	441.936223302	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	5	0					False	1	right	222.888768556	-10.5015425877	0.6	0.083	349.15021155	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	6	0					False	1	right	199.892775345	4.0610093074	0.6	0.083	455.558509566	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	7	0					False	1	right	198.840578351	1.09263559574	0.6	0.083	677.948405966	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	8	0					False	1	right	188.658703066	5.01789175158	0.6	0.083	457.494072849	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	practice	9	0					False	0					0.083	1081.90864581		nogo	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	0	1	sound	left			False	1	left	-210.494301388	-3.36119784735	0.6	0.083	492.554976372	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	1	1	sound	left			False	1	left	-212.549753629	7.0626724828	0.6	0.083	443.824479124	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	2	1	sound	right			False	1	right	220.578787501	8.21113481295	0.6	0.083	1085.54213541		nogo	0	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	3	0					False	0					0.083	1085.3668421		nogo	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	4	1	sound	right			False	1	right	176.916085744	-18.5969422877	0.6	0.083	429.774960736	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	5	1	frame	left	-200	0	False	1	left	-222.77052265	17.710888709	0.6	0.083	482.70406737	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	6	0					False	1	left	-205.794963687	17.6336001312	0.6	0.083	390.424499987	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	7	1	frame	right	200	0	False	1	right	185.636035793	21.8999496929	0.6	0.083	431.374605512	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	8	1	sound	left			False	1	left	-223.392122469	-4.57901781209	0.6	0.083	419.432276394	 	go	1	0.1
SPC602	2015_May_07_0853	LL-George	PME	cueing_effect	9	1	frame	left	-200	0	False	1	left	-220.512660371	22.2172404269	0.6	0.083	302.419454092	 	go	1	0.1
