subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	interval	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	rt	key	response	is_correct
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	0	0					0.1	1	left	-193.403409951	-16.2838986977	1.0	477.442282252	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	1	0					0.1	0					1336.58517338		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	2	0					0.1	1	left	-208.37147741	11.2105676808	1.0	799.402168021	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	3	0					0.1	1	left	-192.222026598	-22.8159561127	1.0	502.423575148	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	4	0					0.1	1	left	-197.598693956	11.7465493716	1.0	993.848551065	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	5	0					0.1	1	right	199.293839631	-9.13490208791	1.0	556.868345477	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	6	0					0.1	1	left	-193.489267296	-20.0461450378	1.0	638.595351018	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	7	0					0.1	1	left	-191.605609276	-22.1974714045	1.0	578.006542288	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	8	0					0.1	1	left	-191.644958377	-0.925103512544	1.0	539.413373917	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	practice	9	0					0.1	1	right	214.59684264	-8.43034536144	1.0	813.649618998	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	0	1	frame	left	-200	0	0.1	1	left	-198.57999707	13.1618103341	1.0	643.262357451	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	1	1	frame	right	200	0	0.1	1	right	181.120319898	-20.3295812629	1.0	1328.98086589		nogo	0
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	2	1	frame	left	-200	0	0.1	1	left	-196.927955917	7.83728622153	1.0	451.15903113	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	3	0					0.1	0					1338.13707344		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	4	1	frame	right	200	0	0.1	1	right	200.72866305	-1.0981066202	1.0	860.026460141	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	5	1	sound	right			0.1	1	right	182.898006979	5.8812615366	1.0	535.501262173	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	6	0					0.1	1	right	222.418229437	18.4416196885	1.0	619.206355885	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	7	1	frame	right	200	0	0.1	1	right	178.733290645	21.5534287049	1.0	522.467255592	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	8	1	frame	left	-200	0	0.1	1	left	-200.998299543	-3.91494915072	1.0	428.484531119	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	9	0					0.1	1	left	-187.782374201	9.87436369882	1.0	697.103913873	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	10	1	frame	left	-200	0	0.1	1	left	-213.894994601	-19.7712579883	1.0	418.912274763	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	11	1	sound	right			0.1	1	right	219.874496716	-21.8961241896	1.0	752.659577876	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	12	1	sound	left			0.1	1	left	-179.779691924	-10.5190554314	1.0	477.806861512	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	13	1	sound	left			0.1	1	left	-182.009695528	-4.67216744065	1.0	461.421454325	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	14	0					0.1	0					1328.93914357		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	15	1	frame	right	200	0	0.1	0					1336.66003961		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	16	1	frame	right	200	0	0.1	1	right	190.553478708	-11.158298287	1.0	478.146876208	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	17	1	sound	right			0.1	1	right	194.519899756	-8.77914687796	1.0	675.365623087	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	18	1	frame	left	-200	0	0.1	1	left	-191.479120869	3.64560709794	1.0	546.146590263	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	19	1	frame	right	200	0	0.1	0					420.33354938	 	go	0
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	20	1	sound	left			0.1	1	left	-220.592340859	-22.606156425	1.0	467.447347939	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	21	0					0.1	1	right	197.455502343	-17.0853103946	1.0	467.948010191	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	22	1	sound	right			0.1	1	right	218.1734491	-14.8136632387	1.0	487.428639084	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	23	0					0.1	1	left	-193.416408956	-7.82840292263	1.0	534.750656225	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	24	1	sound	left			0.1	1	left	-200.689747158	-8.06386844167	1.0	402.260159142	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	25	1	sound	right			0.1	1	right	185.398165103	21.208885587	1.0	408.730954863	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	26	0					0.1	1	left	-214.078607996	-19.2331527468	1.0	649.156847037	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	27	0					0.1	1	left	-222.896450029	22.2634329045	1.0	522.519894876	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	28	0					0.1	1	left	-215.99665952	0.0850022717333	1.0	691.223462112	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	29	1	frame	right	200	0	0.1	0					1338.20180036		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	30	0					0.1	1	right	203.666212203	-3.28856418544	1.0	478.784792125	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	31	1	frame	left	-200	0	0.1	1	left	-209.151426073	-3.10404434319	1.0	412.736260332	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	32	1	frame	right	200	0	0.1	1	right	191.347383243	-9.21529307899	1.0	351.852668449	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	33	1	sound	right			0.1	1	right	205.863693434	-8.36254611713	1.0	602.904391475	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	34	1	sound	right			0.1	1	right	204.268171895	9.62059830888	1.0	465.540226549	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	35	1	frame	left	-200	0	0.1	1	left	-178.404826076	13.4717360114	1.0	469.01523415	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	36	0					0.1	1	right	202.399328376	-13.1106574092	1.0	512.754235417	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	37	0					0.1	1	left	-217.64729417	2.1636293795	1.0	439.378242008	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	38	1	frame	left	-200	0	0.1	1	left	-193.886668477	12.9304431476	1.0	452.834926546	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	39	1	sound	right			0.1	0					1328.50359846		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	40	0					0.1	1	right	221.12159239	-17.4034460764	1.0	538.966520689	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	41	1	sound	right			0.1	1	right	208.953127228	16.9045584093	1.0	471.852324903	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	42	1	sound	right			0.1	1	right	184.070579069	-1.62604302346	1.0	365.807676688	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	43	1	frame	left	-200	0	0.1	1	left	-197.255311272	9.0228334538	1.0	635.847553611	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	44	1	sound	left			0.1	1	left	-192.964915006	8.32188414046	1.0	477.511689067	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	45	1	frame	right	200	0	0.1	0					1335.26683971		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	46	0					0.1	1	right	207.591277713	3.10246153911	1.0	414.229670539	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	47	0					0.1	0					1325.34755021		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	48	1	sound	right			0.1	1	right	185.415389095	17.5501189093	1.0	392.73118414	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	49	0					0.1	1	right	185.381419358	3.65945146932	1.0	535.656061023	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	50	1	frame	right	200	0	0.1	1	right	177.113723531	-0.340686081533	1.0	539.694899693	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	51	1	frame	left	-200	0	0.1	1	left	-181.690577951	-0.993834427372	1.0	425.645491108	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	52	1	sound	right			0.1	1	right	201.573073167	10.3875448526	1.0	552.229803056	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	53	0					0.1	1	right	206.153634447	13.5416572232	1.0	524.020714685	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	54	0					0.1	1	right	183.683174522	11.4842783068	1.0	497.534702532	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	55	1	frame	right	200	0	0.1	1	right	182.287512703	-11.668892297	1.0	528.107512742	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	56	1	sound	right			0.1	1	right	214.347066352	-21.6710779122	1.0	410.646264441	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	57	0					0.1	1	left	-198.008523303	16.7807823138	1.0	557.810402475	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	58	1	sound	right			0.1	1	right	196.562645619	-21.2892628254	1.0	369.45424974	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	59	1	sound	left			0.1	1	left	-179.427671971	-3.66381518907	1.0	407.860254869	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	60	0					0.1	1	left	-201.773761342	12.0720564114	1.0	502.848983742	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	61	1	sound	left			0.1	1	left	-222.862495897	-4.04397486413	1.0	374.575908296	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	62	1	sound	left			0.1	1	left	-223.901255179	14.8032318798	1.0	383.156976663	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	63	1	frame	right	200	0	0.1	1	right	220.599580063	4.49663541377	1.0	347.860231064	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	64	0					0.1	0					1336.3894308		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	65	1	sound	left			0.1	1	left	-190.303192738	21.5089317854	1.0	556.50103651	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	66	0					0.1	1	right	220.566152359	-12.21080267	1.0	547.958180308	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	67	1	frame	right	200	0	0.1	1	right	201.415414656	-15.2596926901	1.0	411.456138827	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	68	1	sound	left			0.1	1	left	-209.905248354	-3.30315913093	1.0	419.784535654	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	69	1	frame	left	-200	0	0.1	1	left	-211.813979319	-16.1762181415	1.0	336.088799872	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	70	1	frame	right	200	0	0.1	1	right	213.984574863	-0.275812375972	1.0	380.81392087	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	71	0					0.1	0					1337.08310779		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	72	1	frame	left	-200	0	0.1	1	left	-195.916590743	12.875861811	1.0	446.935368702	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	73	1	frame	left	-200	0	0.1	1	left	-198.335396484	19.5496402869	1.0	537.722662091	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	74	0					0.1	0					1338.09652086		nogo	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	75	1	frame	left	-200	0	0.1	1	left	-214.096966164	17.3816474755	1.0	391.352799721	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	76	1	sound	left			0.1	1	left	-205.102710107	13.6797027946	1.0	353.570285253	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	77	1	sound	right			0.1	1	right	192.787727154	7.06785521264	1.0	374.985329807	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	78	0					0.1	1	right	218.116801931	-16.8796255431	1.0	502.642323263	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	79	0					0.1	1	right	204.73968357	-6.03132478354	1.0	1328.94382346		nogo	0
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	80	1	frame	left	-200	0	0.1	1	left	-220.006531426	-21.4416101524	1.0	320.080448873	 	go	1
SPC509	2015_Apr_24_1501	LL-Kramer	ns	cueing_effect	81	1	sound	left			0.1	1	left	-219.66154544	-15.3884370738	1.0	543.316128664	 	go	1
