subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	0	0					False	0					0.083	1094.76452274		nogo	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	1	0					False	0					0.083	171.413152944	 	go	0
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	2	0					False	1	right	190.860417761	19.3163514084	0.6	0.083	1085.67109331		nogo	0
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	3	0					False	1	right	199.07275291	-15.2130181089	0.6	0.083	572.680563666	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	4	0					False	0					0.083	714.985851664	 	go	0
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	5	0					False	1	right	194.570624058	-2.37103114475	0.6	0.083	502.507019788	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	6	0					False	1	left	-214.974020705	-12.6709018375	0.6	0.083	619.040637743	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	7	0					False	1	left	-197.382376235	0.406389930981	0.6	0.083	453.502087388	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	8	0					False	1	left	-209.393768311	-13.4225721806	0.6	0.083	421.027224511	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	practice	9	0					False	1	left	-203.468865095	18.8358465392	0.6	0.083	455.496551469	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	cueing_effect	0	0					False	1	left	-215.985517477	5.42336984749	0.6	0.083	419.258137234	 	go	1
SPC409	2015_Apr_23_1437	LL-Kramer	wr	cueing_effect	1	0					False	0					0.083	1081.37295535		nogo	1
