subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC610	2015_May_07_1006	LL-George	PME	practice	0	0					False	1	right	195.005145069	-20.4618907211	0.6	0.083	1078.45961722		nogo	0	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	1	0					False	1	left	-200.030698073	-19.2153782856	0.6	0.083	590.983752161	 	go	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	2	0					False	1	left	-178.94880433	16.6905456007	0.6	0.083	1085.84761573		nogo	0	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	3	0					False	0					0.083	1086.07094991		nogo	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	4	0					False	0					0.083	1080.91299306		nogo	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	5	0					False	0					0.083	1085.74640006		nogo	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	6	0					False	1	left	-210.419938936	17.5462422881	0.6	0.083	428.833216429	 	go	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	7	0					False	1	right	214.519878901	-0.00516093462564	0.6	0.083	332.224118989	 	go	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	8	0					False	0					0.083	1086.60379821		nogo	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	practice	9	0					False	1	right	202.21341247	-13.7412809266	0.6	0.083	307.222789619	 	go	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	cueing_effect	0	1	sound	left			False	1	left	-202.161164395	-18.6154007467	0.6	0.083	442.894103238	 	go	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	cueing_effect	1	1	frame	left	-200	0	False	0					0.083	1085.12517181		nogo	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	cueing_effect	2	1	sound	right			False	0					0.083	127.474691719	 	go	0	0.1
SPC610	2015_May_07_1006	LL-George	PME	cueing_effect	3	1	sound	right			False	1	right	212.104243977	4.46842671866	0.6	0.083	368.992483942	 	go	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	cueing_effect	4	1	frame	right	200	0	False	0					0.083	1085.29166388		nogo	1	0.1
SPC610	2015_May_07_1006	LL-George	PME	cueing_effect	5	0					False	0					0.083	1079.43253289		nogo	1	0.1
