subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC315,315,SPC,DZ,word_arrow,0,0,mask,visual_word,valid,right,right,0.175,188.34643458,-49.5215336141,975.456605665,right,1
SPC315,315,SPC,DZ,word_arrow,0,1,mask,visual_arrow,invalid,right,up,0.175,-3.32252448925,219.430269631,1017.75784697,down,0
SPC315,315,SPC,DZ,word_arrow,0,2,mask,visual_word,valid,left,left,0.175,-201.138331434,-39.6632613287,546.381404158,left,1
SPC315,315,SPC,DZ,word_arrow,0,3,mask,visual_arrow,invalid,left,up,0.175,-37.4273785667,166.513043318,742.015402531,left,0
SPC315,315,SPC,DZ,word_arrow,0,4,mask,visual_word,valid,left,left,0.175,-240.73073826,-31.0163072558,393.003514502,left,1
SPC315,315,SPC,DZ,word_arrow,0,5,mask,visual_word,valid,right,right,0.175,186.421711069,18.0691292724,498.591292417,right,1
SPC315,315,SPC,DZ,word_arrow,0,6,mask,visual_word,neutral,neutral,right,0.175,214.426191348,-46.4281395945,391.895369627,right,1
SPC315,315,SPC,DZ,word_arrow,0,7,mask,visual_word,invalid,right,up,0.175,15.4693916133,235.972213737,793.509894051,up,1
SPC315,315,SPC,DZ,word_arrow,0,8,mask,visual_arrow,valid,right,right,0.175,220.725376525,-25.2738637206,467.151600169,right,1
SPC315,315,SPC,DZ,word_arrow,0,9,mask,visual_word,valid,right,right,0.175,265.145857893,-7.62087082294,521.775272675,right,1
SPC315,315,SPC,DZ,word_arrow,0,10,mask,visual_word,valid,left,left,0.175,-240.856651329,31.4009271979,606.11816356,left,1
SPC315,315,SPC,DZ,word_arrow,0,11,mask,visual_arrow,valid,left,left,0.175,-207.691395586,-48.2677900631,423.372191843,left,1
SPC315,315,SPC,DZ,word_arrow,0,12,mask,visual_arrow,valid,left,left,0.175,-183.259959787,14.9286553667,391.652422724,left,1
SPC315,315,SPC,DZ,word_arrow,0,13,mask,visual_arrow,valid,right,right,0.175,236.996658983,-19.2717596746,449.330695905,right,1
SPC315,315,SPC,DZ,word_arrow,0,14,mask,visual_word,valid,right,right,0.175,187.681958126,-38.8187386073,456.579090562,right,1
SPC315,315,SPC,DZ,word_arrow,1,15,mask,visual_word,valid,right,right,0.175,239.405032905,-8.97473168235,477.331041358,right,1
SPC315,315,SPC,DZ,word_arrow,1,16,mask,visual_word,valid,right,right,0.175,213.703087215,-28.3817064504,395.63207794,right,1
SPC315,315,SPC,DZ,word_arrow,1,17,mask,visual_word,invalid,right,up,0.175,16.3825139724,200.884198621,477.251659613,up,1
SPC315,315,SPC,DZ,word_arrow,1,18,mask,visual_word,valid,right,right,0.175,229.183580508,2.53768188217,347.561889095,right,1
SPC315,315,SPC,DZ,word_arrow,1,19,mask,visual_arrow,invalid,right,left,0.175,-193.651282265,28.1276992495,399.191777455,left,1
SPC315,315,SPC,DZ,word_arrow,1,20,mask,visual_arrow,invalid,left,right,0.175,199.785865698,42.4404289764,376.520258375,right,1
SPC315,315,SPC,DZ,word_arrow,1,21,mask,visual_word,invalid,right,left,0.175,-174.400234498,23.7704146287,418.767084833,left,1
SPC315,315,SPC,DZ,word_arrow,1,22,mask,visual_arrow,valid,right,right,0.175,174.147417891,-47.3693673951,395.400654292,right,1
SPC315,315,SPC,DZ,word_arrow,1,23,mask,visual_arrow,valid,right,right,0.175,267.19525688,9.13433082682,365.086711943,right,1
SPC315,315,SPC,DZ,word_arrow,1,24,mask,visual_word,valid,right,right,0.175,191.446776512,29.4081941078,335.699744523,right,1
SPC315,315,SPC,DZ,word_arrow,1,25,mask,visual_word,valid,right,right,0.175,253.65142459,1.78590057185,435.669016093,right,1
SPC315,315,SPC,DZ,word_arrow,1,26,mask,visual_word,invalid,left,right,0.175,247.794668184,-4.70913500283,475.658901269,right,1
SPC315,315,SPC,DZ,word_arrow,1,27,mask,visual_arrow,valid,left,left,0.175,-183.076486307,-31.2819742013,401.961819734,left,1
SPC315,315,SPC,DZ,word_arrow,1,28,mask,visual_word,invalid,left,up,0.175,6.72176720563,241.52893739,547.250763513,up,1
SPC315,315,SPC,DZ,word_arrow,1,29,mask,visual_word,valid,right,right,0.175,272.447756475,-50.6997337211,342.56019257,right,1
SPC315,315,SPC,DZ,word_arrow,1,30,mask,visual_arrow,invalid,right,down,0.175,-34.8325298837,-170.449537856,426.176803885,left,0
SPC315,315,SPC,DZ,word_arrow,1,31,mask,visual_word,valid,left,left,0.175,-170.152203109,0.549025565526,554.472590797,left,1
SPC315,315,SPC,DZ,word_arrow,1,32,mask,visual_word,valid,left,left,0.175,-255.955005655,-32.4613695663,453.795604641,left,1
SPC315,315,SPC,DZ,word_arrow,1,33,mask,visual_word,valid,right,right,0.175,252.440684303,-41.504682238,413.055112818,right,1
SPC315,315,SPC,DZ,word_arrow,1,34,mask,visual_arrow,valid,right,right,0.175,197.17308715,-42.5266956819,398.040740751,right,1
SPC315,315,SPC,DZ,word_arrow,1,35,mask,visual_arrow,invalid,left,up,0.175,-16.1766831742,174.14510141,735.642448766,up,1
SPC315,315,SPC,DZ,word_arrow,1,36,mask,visual_arrow,valid,left,left,0.175,-187.939808696,-28.097071638,443.623845233,left,1
SPC315,315,SPC,DZ,word_arrow,1,37,mask,visual_arrow,valid,right,right,0.175,262.387340924,-12.3065800073,347.26676764,right,1
SPC315,315,SPC,DZ,word_arrow,1,38,mask,visual_arrow,valid,right,right,0.175,237.485163637,21.2356691244,486.917679897,right,1
