subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC309,309,SPC,DZ,word_arrow,0,0,mask,visual_word,valid,right,right,0.175,211.618054664,18.7735168258,2116.63012346,timeout,0
SPC309,309,SPC,DZ,word_arrow,0,1,mask,visual_word,valid,right,right,0.175,222.161461366,-23.643325123,757.703375304,left,0
SPC309,309,SPC,DZ,word_arrow,0,2,mask,visual_arrow,valid,right,right,0.175,170.996150345,-37.9359865475,400.80149821,right,1
SPC309,309,SPC,DZ,word_arrow,0,3,mask,visual_arrow,valid,left,left,0.175,-227.76470741,-27.1458848954,610.22358085,left,1
SPC309,309,SPC,DZ,word_arrow,0,4,mask,visual_arrow,neutral,neutral,left,0.175,-181.765327736,-7.07139822504,635.233263252,left,1
SPC309,309,SPC,DZ,word_arrow,0,5,mask,visual_word,valid,left,left,0.175,-206.23344823,-9.83276819182,714.947105618,left,1
SPC309,309,SPC,DZ,word_arrow,0,6,mask,visual_arrow,invalid,left,up,0.175,21.6058010406,205.324163602,903.706928249,left,0
SPC309,309,SPC,DZ,word_arrow,0,7,mask,visual_word,valid,right,right,0.175,205.662839636,-5.57971869824,1036.78824636,right,1
SPC309,309,SPC,DZ,word_arrow,0,8,mask,visual_arrow,invalid,left,down,0.175,41.7470166838,-244.549194079,740.888561588,left,0
SPC309,309,SPC,DZ,word_arrow,0,9,mask,visual_word,valid,right,right,0.175,269.277572575,-17.1636244468,760.612966726,right,1
SPC309,309,SPC,DZ,word_arrow,0,10,mask,visual_arrow,valid,right,right,0.175,243.074370071,-22.8440044175,627.678888617,right,1
SPC309,309,SPC,DZ,word_arrow,0,11,mask,visual_arrow,valid,left,left,0.175,-263.810802302,-52.6951056332,668.101083487,left,1
SPC309,309,SPC,DZ,word_arrow,0,12,mask,visual_word,invalid,right,up,0.175,-34.378145454,175.510297507,1034.86484336,right,0
SPC309,309,SPC,DZ,word_arrow,0,13,mask,visual_word,invalid,left,up,0.175,23.9051038418,171.25529571,594.940383686,left,0
SPC309,309,SPC,DZ,word_arrow,0,14,mask,visual_word,valid,right,right,0.175,237.740495836,-5.85183145982,820.358817698,right,1
SPC309,309,SPC,DZ,word_arrow,1,15,mask,visual_arrow,valid,left,left,0.175,-216.752935996,-14.2422788178,725.684426026,left,1
SPC309,309,SPC,DZ,word_arrow,1,16,mask,visual_arrow,neutral,neutral,left,0.175,-198.548187722,-13.7137499159,658.092601225,left,1
SPC309,309,SPC,DZ,word_arrow,1,17,mask,visual_arrow,valid,right,right,0.175,185.639248483,23.259473581,593.157819007,right,1
SPC309,309,SPC,DZ,word_arrow,1,18,mask,visual_word,valid,left,left,0.175,-248.28526935,-12.7951561833,586.909079226,left,1
SPC309,309,SPC,DZ,word_arrow,1,19,mask,visual_word,valid,left,left,0.175,-264.294286551,-28.2911264358,532.979850424,left,1
SPC309,309,SPC,DZ,word_arrow,1,20,mask,visual_arrow,neutral,neutral,right,0.175,231.515339225,26.7143567455,697.03951478,left,0
