subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
SPC307,307,SPC,DZ,word_arrow,0,0,mask,visual_arrow,neutral,neutral,left,0.175,-215.709362973,15.0400550344,2098.57208247,up,0
SPC307,307,SPC,DZ,word_arrow,0,1,mask,visual_word,valid,right,right,0.175,201.327468918,-46.9473781144,1023.22502586,right,1
SPC307,307,SPC,DZ,word_arrow,0,2,mask,visual_arrow,invalid,right,up,0.175,41.2103532013,235.328246421,743.652472855,right,0
SPC307,307,SPC,DZ,word_arrow,0,3,mask,visual_word,neutral,neutral,left,0.175,-193.951863533,-30.2259038114,1483.42578579,down,0
SPC307,307,SPC,DZ,word_arrow,0,4,mask,visual_arrow,valid,right,right,0.175,256.836422547,49.7743630491,1865.22135756,right,1
SPC307,307,SPC,DZ,word_arrow,0,5,mask,visual_word,valid,left,left,0.175,-250.28483771,-46.0274077236,1496.04081782,right,0
SPC307,307,SPC,DZ,word_arrow,0,6,mask,visual_arrow,valid,right,right,0.175,243.168648765,9.91509650395,1317.80623726,left,0
SPC307,307,SPC,DZ,word_arrow,0,7,mask,visual_word,invalid,left,up,0.175,45.0714855541,225.063298801,1282.6156402,left,0
SPC307,307,SPC,DZ,word_arrow,0,8,mask,visual_arrow,valid,right,right,0.175,203.240990903,-23.1880170086,1192.76278513,right,1
SPC307,307,SPC,DZ,word_arrow,0,9,mask,visual_arrow,valid,left,left,0.175,-253.006408228,-25.7172888118,1170.5463602,right,0
SPC307,307,SPC,DZ,word_arrow,0,10,mask,visual_arrow,invalid,left,down,0.175,-48.7924583723,-210.477291884,557.345565059,left,0
SPC307,307,SPC,DZ,word_arrow,0,11,mask,visual_arrow,valid,right,right,0.175,180.375703002,5.77526154302,536.434783484,right,1
SPC307,307,SPC,DZ,word_arrow,0,12,mask,visual_word,valid,right,right,0.175,241.643190144,12.1904274851,1244.50326967,up,0
SPC307,307,SPC,DZ,word_arrow,0,13,mask,visual_arrow,valid,left,left,0.175,-220.095832488,-48.6924178302,772.302048863,left,1
SPC307,307,SPC,DZ,word_arrow,0,14,mask,visual_arrow,valid,left,left,0.175,-184.847560421,-20.0370431794,710.730987601,left,1
SPC307,307,SPC,DZ,word_arrow,1,15,mask,visual_arrow,valid,right,right,0.175,271.568283376,-5.58725272852,594.876333605,right,1
SPC307,307,SPC,DZ,word_arrow,1,16,mask,visual_word,valid,left,left,0.175,-202.211434751,-41.7955107591,612.308066571,left,1
SPC307,307,SPC,DZ,word_arrow,1,17,mask,visual_arrow,invalid,right,down,0.175,-34.676411452,-271.754440626,709.438467631,down,1
SPC307,307,SPC,DZ,word_arrow,1,18,mask,visual_word,valid,left,left,0.175,-184.638834236,45.6756035635,666.468104813,left,1
SPC307,307,SPC,DZ,word_arrow,1,19,mask,visual_word,valid,left,left,0.175,-191.497146703,-32.4330091049,489.249487058,left,1
SPC307,307,SPC,DZ,word_arrow,1,20,mask,visual_word,valid,left,left,0.175,-238.909662168,-38.8453768136,478.992871591,left,1
SPC307,307,SPC,DZ,word_arrow,1,21,mask,visual_word,invalid,right,left,0.175,-215.053853757,-18.5563125263,501.070377999,left,1
SPC307,307,SPC,DZ,word_arrow,1,22,mask,visual_word,valid,left,left,0.175,-208.959442643,12.8235758495,466.51451767,left,1
SPC307,307,SPC,DZ,word_arrow,1,23,mask,visual_word,invalid,left,up,0.175,43.031969855,196.852951685,617.27008794,up,1
SPC307,307,SPC,DZ,word_arrow,1,24,mask,visual_word,valid,right,right,0.175,262.020206333,20.546859621,506.024077185,right,1
SPC307,307,SPC,DZ,word_arrow,1,25,mask,visual_arrow,valid,left,left,0.175,-227.034150049,49.557607956,463.063956937,left,1
SPC307,307,SPC,DZ,word_arrow,1,26,mask,visual_arrow,valid,right,right,0.175,235.999215384,-39.4693316205,518.155774567,right,1
SPC307,307,SPC,DZ,word_arrow,1,27,mask,visual_arrow,valid,left,left,0.175,-273.51532315,-35.1715714702,482.94661229,left,1
SPC307,307,SPC,DZ,word_arrow,1,28,mask,visual_word,valid,left,left,0.175,-193.630485001,32.2175600619,417.046025628,left,1
SPC307,307,SPC,DZ,word_arrow,1,29,mask,visual_arrow,invalid,right,down,0.175,-49.8004745207,-229.343999878,681.778607075,down,1
SPC307,307,SPC,DZ,word_arrow,1,30,mask,visual_arrow,valid,left,left,0.175,-172.544960012,-51.0153138268,479.891361785,left,1
SPC307,307,SPC,DZ,word_arrow,1,31,mask,visual_word,valid,right,right,0.175,209.100527807,-17.958737833,429.936334258,right,1
SPC307,307,SPC,DZ,word_arrow,1,32,mask,visual_arrow,valid,left,left,0.175,-191.804784979,-15.9956479534,446.338980692,left,1
SPC307,307,SPC,DZ,word_arrow,1,33,mask,visual_arrow,valid,left,left,0.175,-253.075209909,12.432569311,438.133496442,left,1
SPC307,307,SPC,DZ,word_arrow,1,34,mask,visual_word,invalid,right,left,0.175,-257.591178144,15.9790981311,429.876157548,left,1
SPC307,307,SPC,DZ,word_arrow,1,35,mask,visual_arrow,invalid,right,left,0.175,-222.896266336,49.2846897568,558.283746243,left,1
SPC307,307,SPC,DZ,word_arrow,1,36,mask,visual_word,valid,left,left,0.175,-214.818557118,29.0876781275,441.381440614,left,1
SPC307,307,SPC,DZ,word_arrow,1,37,mask,visual_word,invalid,left,right,0.175,234.109380527,49.4794644346,569.11940279,right,1
SPC307,307,SPC,DZ,word_arrow,1,38,mask,visual_word,valid,left,left,0.175,-192.879691258,0.576289048903,443.889658898,left,1
SPC307,307,SPC,DZ,word_arrow,1,39,mask,visual_word,valid,left,left,0.175,-238.880304969,18.1946260079,443.602218875,left,1
SPC307,307,SPC,DZ,word_arrow,1,40,mask,visual_arrow,invalid,right,left,0.175,-197.89659353,-44.2429522263,419.381395797,left,1
SPC307,307,SPC,DZ,word_arrow,1,41,mask,visual_word,neutral,neutral,left,0.175,-168.371167504,-1.27151540942,612.112812232,left,1
SPC307,307,SPC,DZ,word_arrow,1,42,mask,visual_arrow,invalid,left,up,0.175,-9.53517780126,258.982998599,541.250204085,up,1
SPC307,307,SPC,DZ,word_arrow,1,43,mask,visual_word,valid,left,left,0.175,-215.022075322,-23.1472163942,480.651253369,left,1
SPC307,307,SPC,DZ,word_arrow,1,44,mask,visual_word,invalid,right,down,0.175,47.8730151075,-202.911730672,694.715969032,down,1
SPC307,307,SPC,DZ,word_arrow,1,45,mask,visual_arrow,neutral,neutral,left,0.175,-249.798625494,-4.72946250472,428.492092295,left,1
SPC307,307,SPC,DZ,word_arrow,1,46,mask,visual_word,valid,right,right,0.175,186.907050755,-17.5134323387,404.539823881,right,1
SPC307,307,SPC,DZ,word_arrow,1,47,mask,visual_arrow,invalid,right,up,0.175,30.6505181714,256.495624129,557.967818226,up,1
SPC307,307,SPC,DZ,word_arrow,1,48,mask,visual_arrow,invalid,left,right,0.175,227.443569977,-6.14929387168,449.058137834,right,1
SPC307,307,SPC,DZ,word_arrow,1,49,mask,visual_word,valid,left,left,0.175,-236.97800071,30.3321030313,464.497636072,left,1
SPC307,307,SPC,DZ,word_arrow,1,50,mask,visual_word,valid,left,left,0.175,-214.164292205,-10.1665477008,399.245229899,left,1
SPC307,307,SPC,DZ,word_arrow,1,51,mask,visual_word,invalid,right,down,0.175,-4.22869865788,-223.2314573,768.621344236,down,1
SPC307,307,SPC,DZ,word_arrow,1,52,mask,visual_word,invalid,left,right,0.175,208.536890298,-38.2187853583,451.405031141,right,1
SPC307,307,SPC,DZ,word_arrow,1,53,mask,visual_word,valid,left,left,0.175,-209.088994582,-27.0619553613,418.84716705,left,1
SPC307,307,SPC,DZ,word_arrow,1,54,mask,visual_word,valid,right,right,0.175,248.279521587,-42.4256156032,411.613153061,right,1
SPC307,307,SPC,DZ,word_arrow,1,55,mask,visual_arrow,invalid,right,left,0.175,-235.149004607,36.895833836,396.647706744,left,1
SPC307,307,SPC,DZ,word_arrow,1,56,mask,visual_word,valid,right,right,0.175,181.812971826,-50.1222771118,430.087736342,right,1
SPC307,307,SPC,DZ,word_arrow,1,57,mask,visual_arrow,valid,left,left,0.175,-201.76324617,32.6194660843,430.13446941,left,1
SPC307,307,SPC,DZ,word_arrow,1,58,mask,visual_word,valid,right,right,0.175,249.454662521,19.2959988345,398.245591554,right,1
SPC307,307,SPC,DZ,word_arrow,1,59,mask,visual_word,neutral,neutral,left,0.175,-215.259852765,47.7824368138,503.641973948,left,1
SPC307,307,SPC,DZ,word_arrow,1,60,mask,visual_arrow,invalid,left,right,0.175,256.027349654,-18.8303992233,365.06451387,right,1
SPC307,307,SPC,DZ,word_arrow,1,61,mask,visual_arrow,valid,left,left,0.175,-189.524780604,8.02492033348,415.830967366,left,1
SPC307,307,SPC,DZ,word_arrow,1,62,mask,visual_arrow,invalid,right,down,0.175,29.2364440215,-169.939725527,472.603572765,down,1
SPC307,307,SPC,DZ,word_arrow,1,63,mask,visual_word,valid,right,right,0.175,176.538174294,-1.50775737888,447.009247262,right,1
SPC307,307,SPC,DZ,word_arrow,1,64,mask,visual_arrow,valid,left,left,0.175,-237.49591622,-40.6751492114,422.7560953,left,1
SPC307,307,SPC,DZ,word_arrow,1,65,mask,visual_arrow,valid,left,left,0.175,-246.37907396,-36.402837231,415.139894933,left,1
SPC307,307,SPC,DZ,word_arrow,1,66,mask,visual_word,invalid,right,down,0.175,27.721984196,-195.693755221,735.90919713,down,1
SPC307,307,SPC,DZ,word_arrow,1,67,mask,visual_word,valid,right,right,0.175,206.521138499,-18.8080473359,340.014660032,right,1
SPC307,307,SPC,DZ,word_arrow,1,68,mask,visual_word,invalid,right,left,0.175,-190.188435099,-13.2557956288,407.764721778,left,1
SPC307,307,SPC,DZ,word_arrow,1,69,mask,visual_arrow,valid,right,right,0.175,238.464334094,-13.7048235364,400.826469995,right,1
SPC307,307,SPC,DZ,word_arrow,1,70,mask,visual_word,invalid,left,down,0.175,30.8995218676,-195.968526083,506.219971576,down,1
SPC307,307,SPC,DZ,word_arrow,1,71,mask,visual_word,valid,right,right,0.175,271.119182881,-27.1663440602,399.307967396,right,1
SPC307,307,SPC,DZ,word_arrow,1,72,mask,visual_word,valid,left,left,0.175,-195.146559496,-39.0754828493,392.752862419,left,1
SPC307,307,SPC,DZ,word_arrow,1,73,mask,visual_word,valid,left,left,0.175,-268.742881931,-38.205539398,506.47956389,left,1
SPC307,307,SPC,DZ,word_arrow,1,74,mask,visual_word,valid,left,left,0.175,-204.025513758,4.67701542997,391.589338542,left,1
SPC307,307,SPC,DZ,word_arrow,1,75,mask,visual_word,valid,left,left,0.175,-249.309786611,-41.0964030971,369.314977317,left,1
SPC307,307,SPC,DZ,word_arrow,1,76,mask,visual_word,valid,right,right,0.175,169.608159834,-41.0418099281,436.096129124,right,1
SPC307,307,SPC,DZ,word_arrow,1,77,mask,visual_word,valid,left,left,0.175,-231.182679,-24.7103576486,404.181004036,left,1
SPC307,307,SPC,DZ,word_arrow,1,78,mask,visual_arrow,valid,right,right,0.175,217.015643463,47.4862343393,485.539334128,right,1
SPC307,307,SPC,DZ,word_arrow,1,79,mask,visual_word,invalid,right,up,0.175,-46.4944407129,251.81611862,523.644342553,up,1
SPC307,307,SPC,DZ,word_arrow,1,80,mask,visual_word,valid,right,right,0.175,245.539085878,47.1980497623,496.029934729,right,1
SPC307,307,SPC,DZ,word_arrow,1,81,mask,visual_arrow,valid,left,left,0.175,-270.367124513,41.4406966671,485.822613002,left,1
SPC307,307,SPC,DZ,word_arrow,1,82,mask,visual_word,valid,left,left,0.175,-228.654536328,18.870660621,427.905368851,left,1
