subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	mask_flicker	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	target_duration	rt	key	response	is_correct
SPC413	2015_Apr_23_1515	LL-George	wr	practice	0	0					False	1	left	-223.826132362	-9.87610567296	0.6	0.083	0.0	 	go	0
SPC413	2015_Apr_23_1515	LL-George	wr	practice	1	0					False	1	left	-199.830789999	12.2948471505	0.6	0.083	752.123233542	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	2	0					False	0					0.083	1083.74336002		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	3	0					False	1	right	184.349240737	18.0107937267	0.6	0.083	577.471849438	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	4	0					False	1	left	-210.049213418	14.4629694826	0.6	0.083	743.792757591	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	5	0					False	1	left	-206.374961597	3.94826399077	0.6	0.083	852.832658868	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	6	0					False	1	right	211.558051599	18.958388197	0.6	0.083	702.745837238	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	7	0					False	1	right	222.061674059	13.243887453	0.6	0.083	661.529857656	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	8	0					False	1	left	-207.440779485	7.31312329786	0.6	0.083	960.32388961	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	practice	9	0					False	1	left	-212.199385751	15.746215202	0.6	0.083	647.650498468	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	0	1	sound	left			False	0					0.083	1081.18693513		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	1	1	frame	left	-200	0	False	1	left	-179.195534083	-17.2891318851	0.6	0.083	596.900458587	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	2	1	sound	left			False	1	left	-194.006103901	-21.4976928846	0.6	0.083	647.351619356	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	3	1	sound	right			False	0					0.083	1081.89984433		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	4	1	sound	right			False	0					0.083	1079.87516755		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	5	1	sound	left			False	1	left	-212.750531022	-12.4672336213	0.6	0.083	543.900207382	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	6	1	sound	left			False	0					0.083	1082.68609809		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	7	0					False	1	left	-190.998834397	11.2995460465	0.6	0.083	569.188680734	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	8	1	frame	right	200	0	False	1	right	188.063081888	-19.9538622069	0.6	0.083	567.86041062	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	9	1	sound	right			False	1	right	206.533758811	-2.51351019704	0.6	0.083	611.227219636	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	10	0					False	1	left	-222.673168592	-23.8158277174	0.6	0.083	587.943620031	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	11	1	sound	right			False	1	right	179.998294683	-8.00452860235	0.6	0.083	405.956679032	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	12	1	frame	left	-200	0	False	0					0.083	1081.64350506		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	13	1	sound	left			False	0					0.083	1085.22822079		nogo	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	14	0					False	1	right	180.416663771	7.47196211754	0.6	0.083	573.75621366	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	15	1	frame	right	200	0	False	1	right	198.63074163	-7.00075410929	0.6	0.083	869.522215153	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	16	1	sound	right			False	1	right	182.888057306	-19.2936930788	0.6	0.083	590.512880223	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	17	0					False	1	left	-203.48783983	-3.40274995848	0.6	0.083	635.734573345	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	18	0					False	1	right	208.551349054	-7.48406674366	0.6	0.083	494.148387061	 	go	1
SPC413	2015_Apr_23_1515	LL-George	wr	cueing_effect	19	1	frame	right	200	0	False	1	right	189.805761723	13.3082327937	0.6	0.083	589.103564363	 	go	1
