subj_id	date	computer	experimenter	part	trial_ix	cue_present	cue_type	cue_loc	cue_pos_x	cue_pos_y	interval	target_present	target_loc	target_pos_x	target_pos_y	target_opacity	rt	key	response	is_correct
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	0	0					0.1	1	left	-194.982801238	-15.4482500135	1.0	129.349092022	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	1	0					0.1	1	left	-218.918558193	20.5333451077	1.0	1336.96836606		nogo	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	2	0					0.1	0					0.0	 	go	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	3	0					0.1	1	right	177.234357077	10.6689897152	1.0	721.025751904	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	4	0					0.1	1	right	193.132878841	-14.7791347501	1.0	504.148818552	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	5	0					0.1	1	left	-192.719734521	18.1917443953	1.0	464.203506708	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	6	0					0.1	1	left	-210.813116752	16.4621146708	1.0	472.051741555	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	7	0					0.1	1	left	-217.974109623	3.89930005698	1.0	453.651241958	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	8	0					0.1	1	right	207.108586252	7.49155001285	1.0	521.046360955	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	practice	9	0					0.1	1	right	181.807472688	-17.526486481	1.0	432.615527883	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	0	1	sound	right			0.1	1	right	193.589154689	12.889464472	1.0	1336.8486017		nogo	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	1	0					0.1	1	left	-196.823634735	1.44314559617	1.0	1330.31854592		nogo	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	2	0					0.1	1	right	197.844948258	-2.74269039391	1.0	1329.80830781		nogo	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	3	1	sound	left			0.1	0					1328.73346284		nogo	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	4	1	frame	left	-200	0	0.1	1	left	-204.2902199	10.1955170571	1.0	451.330456883	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	5	1	frame	left	-200	0	0.1	1	left	-223.600842485	5.72370720907	1.0	1337.54019812		nogo	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	6	1	frame	right	200	0	0.1	1	right	220.815507193	-12.1949217366	1.0	376.148320735	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	7	1	frame	left	-200	0	0.1	1	left	-200.996117452	17.4122438411	1.0	521.17905207	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	8	0					0.1	1	left	-180.199875833	18.6679040982	1.0	575.46120882	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	9	0					0.1	1	right	221.999053609	18.1138731132	1.0	414.986848831	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	10	0					0.1	0					1023.40516448	 	go	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	11	0					0.1	1	right	209.772611259	9.73880637046	1.0	413.820374757	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	12	0					0.1	1	right	206.219732268	-9.15158972818	1.0	428.22907865	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	13	1	frame	right	200	0	0.1	1	right	190.733051907	14.8939426779	1.0	287.409519777	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	14	0					0.1	1	left	-188.245023145	1.02416154643	1.0	137.270707637	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	15	1	sound	left			0.1	1	left	-211.226837497	-7.96219844644	1.0	36.6770513356	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	16	1	frame	left	-200	0	0.1	1	left	-209.998236042	10.5874121526	1.0	1337.82193065		nogo	0
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	17	0					0.1	1	right	221.823651333	-17.2871954196	1.0	366.279665381	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	18	1	sound	right			0.1	1	right	186.29198932	8.62422419366	1.0	545.244637877	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	19	0					0.1	1	right	220.637342759	-4.06373505977	1.0	426.092317328	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	20	0					0.1	1	left	-194.664128426	12.7616911561	1.0	470.521409065	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	21	0					0.1	1	right	196.833216429	-18.1036632933	1.0	543.756505474	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	22	0					0.1	1	left	-190.23936053	10.1019992381	1.0	668.895566836	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	23	1	frame	left	-200	0	0.1	1	left	-201.897283329	4.89413515882	1.0	251.381101087	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	24	1	sound	left			0.1	0					1328.95968668		nogo	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	25	1	frame	left	-200	0	0.1	1	left	-200.006095467	-21.5327620603	1.0	390.479084104	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	26	1	frame	left	-200	0	0.1	1	left	-209.66858512	6.68608703702	1.0	382.424779236	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	27	1	frame	right	200	0	0.1	1	right	222.21030609	-16.2875195917	1.0	401.153014973	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	28	1	sound	left			0.1	1	left	-214.610193014	6.63245288837	1.0	458.981364965	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	29	0					0.1	1	left	-212.942895451	17.8804329692	1.0	504.678448662	 	go	1
SPC506	2015_Apr_24_1345	LL-Jerry	wr	cueing_effect	30	1	frame	right	200	0	0.1	1	right	197.658588624	22.8288868855	1.0	304.220372811	 	go	1
